Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
2,MTR-APK-0002,Group,Shared Experience,Trip,Travel,Expense,2026-06-16,03:13:25,2026-06-16 03:13:25,24638.31,INR,-24638.31,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0002,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-TRIP-0002 | Travel | 24638.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2057,MTR-APK-2057,Group,Shared Living,Shared Living,Groceries,Expense,2026-04-09,08:52:12,2026-04-09 08:52:12,9197.66,INR,-9197.66,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-SHARED_LIVING-2057 | Groceries | 9197.66,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2057,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-APK-GROUP-SHARED_LIVING-2057 | Groceries | 9197.66,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2060,MTR-APK-2060,Group,Shared Living,Shared Living,Maintenance,Expense,2025-11-28,21:05:08,2025-11-28 21:05:08,4526.91,INR,-4526.91,APK Meera,3,EXACT,MAESTRO-APK-GROUP-SHARED_LIVING-2060 | Maintenance | 4526.91,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2060,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Maintenance,MAESTRO-APK-GROUP-SHARED_LIVING-2060 | Maintenance | 4526.91,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2063,MTR-APK-2063,Group,Shared Living,Shared Living,Other,Expense,2025-10-31,17:22:23,2025-10-31 17:22:23,9133.01,INR,-9133.01,APK Owner,3,SHARES,MAESTRO-APK-GROUP-SHARED_LIVING-2063 | Other | 9133.01,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2063,android,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-SHARED_LIVING-2063 | Other | 9133.01,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2066,MTR-APK-2066,Group,Shared Living,Family Household,Transport,Expense,2026-05-09,15:47:45,2026-05-09 15:47:45,26639.85,INR,-26639.85,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2066 | Transport | 26639.85,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2066,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Transport,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2066 | Transport | 26639.85,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2069,MTR-APK-2069,Group,Shared Living,Family Household,Bills,Expense,2026-07-09,04:04:51,2026-07-09 04:04:51,14857.2,INR,-14857.2,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2069 | Bills | 14857.20,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2069,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Bills,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2069 | Bills | 14857.20,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2072,MTR-APK-2072,Group,Shared Living,Family Household,Utilities,Expense,2026-02-25,14:33:00,2026-02-25 14:33:00,99.99,INR,-99.99,APK Owner,3,EXACT,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2072 | Utilities | 99.99,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2072,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Utilities,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2072 | Utilities | 99.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2075,MTR-APK-2075,Group,Shared Living,Family Household,Healthcare,Expense,2025-12-05,11:34:28,2025-12-05 11:34:28,20467.04,INR,-20467.04,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2075 | Healthcare | 20467.04,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2075,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Healthcare,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2075 | Healthcare | 20467.04,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2078,MTR-APK-2078,Group,Shared Living,Family Household,School,Expense,2026-03-02,18:01:06,2026-03-02 18:01:06,1891.74,INR,-1891.74,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2078 | School | 1891.74,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2078,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,School,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2078 | School | 1891.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2081,MTR-APK-2081,Group,Shared Living,Family Household,Other,Expense,2026-04-12,21:24:09,2026-04-12 21:24:09,22389.91,INR,-22389.91,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2081 | Other | 22389.91,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2081,android,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-FAMILY_HOUSEHOLD-2081 | Other | 22389.91,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2084,MTR-APK-2084,Group,Shared Living,Custom Living,Custom Expense,Expense,2025-09-02,21:18:33,2025-09-02 21:18:33,793.95,INR,-793.95,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_LIVING-2084 | Custom Expense | 793.95,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2084,android,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_LIVING-2084 | Custom Expense | 793.95,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2087,MTR-APK-2087,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-03-25,22:05:33,2026-03-25 22:05:33,8429.25,INR,8429.25,APK Meera,3,SHARES,MAESTRO-APK-GROUP-CUSTOM_LIVING-2087 | Custom Contribution | 8429.25,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2087,android,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.shares,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_LIVING-2087 | Custom Contribution | 8429.25,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
2090,MTR-APK-2090,Group,Shared Experience,Trip,Travel,Expense,2025-12-26,07:09:31,2025-12-26 07:09:31,23100.94,INR,-23100.94,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-TRIP-2090 | Travel | 23100.94,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2090,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Travel,MAESTRO-APK-GROUP-TRIP-2090 | Travel | 23100.94,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2093,MTR-APK-2093,Group,Shared Experience,Trip,Stay,Expense,2026-05-03,10:23:21,2026-05-03 10:23:21,16119.1,INR,-16119.1,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-2093 | Stay | 16119.10,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2093,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Stay,MAESTRO-APK-GROUP-TRIP-2093 | Stay | 16119.10,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2096,MTR-APK-2096,Group,Shared Experience,Trip,Food,Expense,2025-09-20,09:59:49,2025-09-20 09:59:49,21003.74,INR,-21003.74,APK Meera,3,EXACT,MAESTRO-APK-GROUP-TRIP-2096 | Food | 21003.74,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2096,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Food,MAESTRO-APK-GROUP-TRIP-2096 | Food | 21003.74,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2099,MTR-APK-2099,Group,Shared Experience,Trip,Local Transport,Expense,2025-10-12,08:11:23,2025-10-12 08:11:23,18837.89,INR,-18837.89,APK Owner,3,SHARES,MAESTRO-APK-GROUP-TRIP-2099 | Local Transport | 18837.89,Android,B42,RAMP_1501_2500,CREATED,idem-20260902-apk-2099,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Local Transport,MAESTRO-APK-GROUP-TRIP-2099 | Local Transport | 18837.89,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2102,MTR-APK-2102,Group,Shared Experience,Trip,Activities,Expense,2026-07-06,03:30:04,2026-07-06 03:30:04,26684.82,INR,-26684.82,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-TRIP-2102 | Activities | 26684.82,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2102,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Activities,MAESTRO-APK-GROUP-TRIP-2102 | Activities | 26684.82,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2105,MTR-APK-2105,Group,Shared Experience,Trip,Shopping,Expense,2026-08-04,05:36:32,2026-08-04 05:36:32,28653.58,INR,-28653.58,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-2105 | Shopping | 28653.58,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2105,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shopping,MAESTRO-APK-GROUP-TRIP-2105 | Shopping | 28653.58,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2108,MTR-APK-2108,Group,Shared Experience,Trip,Other,Expense,2026-04-17,18:06:28,2026-04-17 18:06:28,7477.04,INR,-7477.04,APK Owner,3,EXACT,MAESTRO-APK-GROUP-TRIP-2108 | Other | 7477.04,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2108,android,G01,TRIP,Expense,G01:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-APK-GROUP-TRIP-2108 | Other | 7477.04,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2111,MTR-APK-2111,Group,Shared Experience,Wedding,Venue,Expense,2026-02-12,22:41:28,2026-02-12 22:41:28,27197.54,INR,-27197.54,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-WEDDING-2111 | Venue | 27197.54,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2111,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Venue,MAESTRO-APK-GROUP-WEDDING-2111 | Venue | 27197.54,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2114,MTR-APK-2114,Group,Shared Experience,Wedding,Catering,Expense,2026-08-03,21:33:03,2026-08-03 21:33:03,27111.02,INR,-27111.02,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-2114 | Catering | 27111.02,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2114,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Catering,MAESTRO-APK-GROUP-WEDDING-2114 | Catering | 27111.02,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2117,MTR-APK-2117,Group,Shared Experience,Wedding,Decor,Expense,2026-04-28,15:08:16,2026-04-28 15:08:16,10417.61,INR,-10417.61,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-2117 | Decor | 10417.61,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2117,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Decor,MAESTRO-APK-GROUP-WEDDING-2117 | Decor | 10417.61,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2120,MTR-APK-2120,Group,Shared Experience,Wedding,Travel,Expense,2025-09-12,22:01:05,2025-09-12 22:01:05,18845.69,INR,-18845.69,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-WEDDING-2120 | Travel | 18845.69,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2120,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Travel,MAESTRO-APK-GROUP-WEDDING-2120 | Travel | 18845.69,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2123,MTR-APK-2123,Group,Shared Experience,Wedding,Gifts,Expense,2026-07-11,19:29:02,2026-07-11 19:29:02,18923.69,INR,-18923.69,APK Meera,3,SHARES,MAESTRO-APK-GROUP-WEDDING-2123 | Gifts | 18923.69,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2123,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Gifts,MAESTRO-APK-GROUP-WEDDING-2123 | Gifts | 18923.69,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2126,MTR-APK-2126,Group,Shared Experience,Wedding,Photography,Expense,2025-09-07,11:18:38,2025-09-07 11:18:38,23049.49,INR,-23049.49,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-2126 | Photography | 23049.49,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2126,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Photography,MAESTRO-APK-GROUP-WEDDING-2126 | Photography | 23049.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2129,MTR-APK-2129,Group,Shared Experience,Wedding,Other,Expense,2025-10-05,19:29:24,2025-10-05 19:29:24,18908.61,INR,-18908.61,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-2129 | Other | 18908.61,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2129,android,G02,WEDDING,Expense,G02:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-APK-GROUP-WEDDING-2129 | Other | 18908.61,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2132,MTR-APK-2132,Group,Shared Experience,Office Outing,Food,Expense,2026-01-20,12:59:21,2026-01-20 12:59:21,2002.08,INR,-2002.08,APK Meera,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-2132 | Food | 2002.08,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2132,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Food,MAESTRO-APK-GROUP-OFFICE_OUTING-2132 | Food | 2002.08,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2135,MTR-APK-2135,Group,Shared Experience,Office Outing,Travel,Expense,2026-02-09,20:51:50,2026-02-09 20:51:50,20191.66,INR,-20191.66,APK Owner,3,SHARES,MAESTRO-APK-GROUP-OFFICE_OUTING-2135 | Travel | 20191.66,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2135,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Travel,MAESTRO-APK-GROUP-OFFICE_OUTING-2135 | Travel | 20191.66,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2138,MTR-APK-2138,Group,Shared Experience,Office Outing,Activities,Expense,2025-09-13,10:17:28,2025-09-13 10:17:28,28631.64,INR,-28631.64,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-2138 | Activities | 28631.64,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2138,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Activities,MAESTRO-APK-GROUP-OFFICE_OUTING-2138 | Activities | 28631.64,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2141,MTR-APK-2141,Group,Shared Experience,Office Outing,Venue,Expense,2025-12-24,12:43:05,2025-12-24 12:43:05,26024.33,INR,-26024.33,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-OFFICE_OUTING-2141 | Venue | 26024.33,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2141,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Venue,MAESTRO-APK-GROUP-OFFICE_OUTING-2141 | Venue | 26024.33,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2144,MTR-APK-2144,Group,Shared Experience,Office Outing,Other,Expense,2026-07-25,01:11:11,2026-07-25 01:11:11,3353.1,INR,-3353.1,APK Owner,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-2144 | Other | 3353.10,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2144,android,G04,OFFICE_OUTING,Expense,G04:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Other,MAESTRO-APK-GROUP-OFFICE_OUTING-2144 | Other | 3353.10,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2147,MTR-APK-2147,Group,Shared Experience,House Party,Food,Expense,2026-04-06,06:29:14,2026-04-06 06:29:14,23683.75,INR,-23683.75,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-2147 | Food | 23683.75,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2147,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Food,MAESTRO-APK-GROUP-HOUSE_PARTY-2147 | Food | 23683.75,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2150,MTR-APK-2150,Group,Shared Experience,House Party,Drinks,Expense,2025-11-27,01:09:59,2025-11-27 01:09:59,8170.42,INR,-8170.42,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-HOUSE_PARTY-2150 | Drinks | 8170.42,Android,B43,RAMP_1501_2500,CREATED,idem-20260902-apk-2150,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Drinks,MAESTRO-APK-GROUP-HOUSE_PARTY-2150 | Drinks | 8170.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2153,MTR-APK-2153,Group,Shared Experience,House Party,Decor,Expense,2026-08-02,19:55:35,2026-08-02 19:55:35,5737.41,INR,-5737.41,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-HOUSE_PARTY-2153 | Decor | 5737.41,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2153,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Decor,MAESTRO-APK-GROUP-HOUSE_PARTY-2153 | Decor | 5737.41,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2156,MTR-APK-2156,Group,Shared Experience,House Party,Supplies,Expense,2025-10-27,04:56:22,2025-10-27 04:56:22,15243.28,INR,-15243.28,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-HOUSE_PARTY-2156 | Supplies | 15243.28,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2156,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Supplies,MAESTRO-APK-GROUP-HOUSE_PARTY-2156 | Supplies | 15243.28,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2159,MTR-APK-2159,Group,Shared Experience,House Party,Other,Expense,2025-09-28,02:52:35,2025-09-28 02:52:35,224.85,INR,-224.85,APK Meera,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-2159 | Other | 224.85,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2159,android,G03,HOUSE_PARTY,Expense,G03:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-HOUSE_PARTY-2159 | Other | 224.85,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2162,MTR-APK-2162,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-02-19,05:45:15,2026-02-19 05:45:15,29230.54,INR,29230.54,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-GIFT_POOL-2162 | Contribution | 29230.54,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2162,android,G05,GIFT_POOL,Contribute,G05:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.equal,Contribution,MAESTRO-APK-GROUP-GIFT_POOL-2162 | Contribution | 29230.54,JOINED,
2165,MTR-APK-2165,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2026-03-27,23:41:27,2026-03-27 23:41:27,29829.01,INR,-29829.01,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-GIFT_POOL-2165 | Gift Purchase | 29829.01,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2165,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Gift Purchase,MAESTRO-APK-GROUP-GIFT_POOL-2165 | Gift Purchase | 29829.01,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2168,MTR-APK-2168,Group,Shared Purchase,Gift Pool,Delivery,Expense,2025-12-13,14:49:56,2025-12-13 14:49:56,20006.14,INR,-20006.14,APK Meera,3,EXACT,MAESTRO-APK-GROUP-GIFT_POOL-2168 | Delivery | 20006.14,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2168,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Delivery,MAESTRO-APK-GROUP-GIFT_POOL-2168 | Delivery | 20006.14,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2171,MTR-APK-2171,Group,Shared Purchase,Gift Pool,Other,Expense,2025-10-02,03:31:06,2025-10-02 03:31:06,13733.63,INR,-13733.63,APK Owner,3,SHARES,MAESTRO-APK-GROUP-GIFT_POOL-2171 | Other | 13733.63,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2171,android,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-GIFT_POOL-2171 | Other | 13733.63,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2174,MTR-APK-2174,Group,Shared Purchase,Purchase,Item,Expense,2025-12-18,11:43:18,2025-12-18 11:43:18,18756.28,INR,-18756.28,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-PURCHASE-2174 | Item | 18756.28,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2174,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Item,MAESTRO-APK-GROUP-PURCHASE-2174 | Item | 18756.28,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2177,MTR-APK-2177,Group,Shared Purchase,Purchase,Shipping,Expense,2026-07-01,11:56:53,2026-07-01 11:56:53,24487.67,INR,-24487.67,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-PURCHASE-2177 | Shipping | 24487.67,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2177,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shipping,MAESTRO-APK-GROUP-PURCHASE-2177 | Shipping | 24487.67,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2180,MTR-APK-2180,Group,Shared Purchase,Purchase,Tax,Expense,2025-11-30,15:02:41,2025-11-30 15:02:41,18425.42,INR,-18425.42,APK Owner,3,EXACT,MAESTRO-APK-GROUP-PURCHASE-2180 | Tax | 18425.42,Android,B44,RAMP_1501_2500,CREATED,idem-20260902-apk-2180,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Tax,MAESTRO-APK-GROUP-PURCHASE-2180 | Tax | 18425.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
