Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1747,MTR-APK-1747,Personal,Personal,Future Building,Savings,Transfer,2025-11-25,00:03:22,2025-11-25 00:03:22,6188.03,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1747 | Savings | 6188.03,Android,B35,RAMP_1501_2500,CREATED,idem-20260902-apk-1747,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1747 | Savings | 6188.03,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1750,MTR-APK-1750,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-10-16,13:46:49,2025-10-16 13:46:49,9238.51,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1750 | Emergency Fund | 9238.51,Android,B35,RAMP_1501_2500,CREATED,idem-20260902-apk-1750,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1750 | Emergency Fund | 9238.51,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1753,MTR-APK-1753,Personal,Personal,Future Building,Investments,Investment,2025-12-19,12:40:23,2025-12-19 12:40:23,1832.37,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1753 | Investments | 1832.37,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1753,android,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1753 | Investments | 1832.37,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
1756,MTR-APK-1756,Personal,Personal,Future Building,Education,Expense,2026-08-02,16:25:09,2026-08-02 16:25:09,10229.3,INR,-10229.3,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1756 | Education | 10229.30,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1756,android,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1756 | Education | 10229.30,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
1759,MTR-APK-1759,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-05-21,05:35:35,2026-05-21 05:35:35,821.78,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1759 | Goal Contribution | 821.78,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1759,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1759 | Goal Contribution | 821.78,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1762,MTR-APK-1762,Personal,Personal,Lifestyle,Dining,Expense,2026-05-18,20:40:06,2026-05-18 20:40:06,19815.27,INR,-19815.27,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1762 | Dining | 19815.27,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1762,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-APK-PERSONAL-LIFESTYLE-1762 | Dining | 19815.27,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1765,MTR-APK-1765,Personal,Personal,Lifestyle,Shopping,Expense,2026-04-26,11:13:14,2026-04-26 11:13:14,3662.24,INR,-3662.24,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1765 | Shopping | 3662.24,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1765,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-APK-PERSONAL-LIFESTYLE-1765 | Shopping | 3662.24,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1768,MTR-APK-1768,Personal,Personal,Lifestyle,Entertainment,Expense,2026-04-09,03:03:54,2026-04-09 03:03:54,17490.9,INR,-17490.9,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1768 | Entertainment | 17490.90,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1768,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-APK-PERSONAL-LIFESTYLE-1768 | Entertainment | 17490.90,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1771,MTR-APK-1771,Personal,Personal,Lifestyle,Travel,Expense,2026-01-07,13:47:37,2026-01-07 13:47:37,7452.1,INR,-7452.1,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1771 | Travel | 7452.10,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1771,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-APK-PERSONAL-LIFESTYLE-1771 | Travel | 7452.10,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1774,MTR-APK-1774,Personal,Personal,Lifestyle,Fitness,Expense,2026-01-19,16:06:40,2026-01-19 16:06:40,16443.51,INR,-16443.51,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1774 | Fitness | 16443.51,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1774,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-APK-PERSONAL-LIFESTYLE-1774 | Fitness | 16443.51,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1777,MTR-APK-1777,Personal,Personal,Lifestyle,Hobbies,Expense,2026-05-13,10:22:12,2026-05-13 10:22:12,824.91,INR,-824.91,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1777 | Hobbies | 824.91,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1777,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-APK-PERSONAL-LIFESTYLE-1777 | Hobbies | 824.91,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1780,MTR-APK-1780,Personal,Personal,Relationships,Gifts,Expense,2026-02-24,02:56:38,2026-02-24 02:56:38,2885.86,INR,-2885.86,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1780 | Gifts | 2885.86,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1780,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1780 | Gifts | 2885.86,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1783,MTR-APK-1783,Personal,Personal,Relationships,Dates,Expense,2026-08-01,18:37:14,2026-08-01 18:37:14,2048.04,INR,-2048.04,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1783 | Dates | 2048.04,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1783,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1783 | Dates | 2048.04,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1786,MTR-APK-1786,Personal,Personal,Relationships,Family,Expense,2026-02-15,09:03:16,2026-02-15 09:03:16,10866.85,INR,-10866.85,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1786 | Family | 10866.85,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1786,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1786 | Family | 10866.85,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1789,MTR-APK-1789,Personal,Personal,Relationships,Friends,Expense,2026-01-09,18:37:32,2026-01-09 18:37:32,9448.7,INR,-9448.7,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1789 | Friends | 9448.70,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1789,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1789 | Friends | 9448.70,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1792,MTR-APK-1792,Personal,Personal,Relationships,Celebrations,Expense,2025-12-10,07:16:53,2025-12-10 07:16:53,11262.71,INR,-11262.71,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1792 | Celebrations | 11262.71,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1792,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1792 | Celebrations | 11262.71,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1795,MTR-APK-1795,Personal,Personal,Life Operations,Groceries,Expense,2025-10-21,15:23:26,2025-10-21 15:23:26,15611.69,INR,-15611.69,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1795 | Groceries | 15611.69,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1795,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1795 | Groceries | 15611.69,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1798,MTR-APK-1798,Personal,Personal,Life Operations,Rent,Expense,2026-04-08,00:43:39,2026-04-08 00:43:39,7290.46,INR,-7290.46,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1798 | Rent | 7290.46,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1798,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1798 | Rent | 7290.46,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1801,MTR-APK-1801,Personal,Personal,Life Operations,Bills,Expense,2026-03-31,13:16:06,2026-03-31 13:16:06,8153.61,INR,-8153.61,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1801 | Bills | 8153.61,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1801,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1801 | Bills | 8153.61,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1804,MTR-APK-1804,Personal,Personal,Life Operations,Transport,Expense,2026-07-16,02:07:23,2026-07-16 02:07:23,1709.58,INR,-1709.58,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1804 | Transport | 1709.58,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1804,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1804 | Transport | 1709.58,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1807,MTR-APK-1807,Personal,Personal,Life Operations,Healthcare,Expense,2025-12-26,09:57:38,2025-12-26 09:57:38,11237.36,INR,-11237.36,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1807 | Healthcare | 11237.36,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1807,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1807 | Healthcare | 11237.36,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1810,MTR-APK-1810,Personal,Personal,Life Operations,Subscriptions,Expense,2025-09-06,03:44:35,2025-09-06 03:44:35,9286.11,INR,-9286.11,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1810 | Subscriptions | 9286.11,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1810,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1810 | Subscriptions | 9286.11,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1813,MTR-APK-1813,Personal,Personal,Life Operations,Repairs,Expense,2026-05-20,02:46:08,2026-05-20 02:46:08,1.0,INR,-1.0,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1813 | Repairs | 1.00,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1813,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1813 | Repairs | 1.00,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1816,MTR-APK-1816,Personal,Personal,Future Building,Savings,Transfer,2025-11-13,04:57:00,2025-11-13 04:57:00,14837.04,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1816 | Savings | 14837.04,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1816,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1816 | Savings | 14837.04,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1819,MTR-APK-1819,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-12-03,06:10:55,2025-12-03 06:10:55,8268.26,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1819 | Emergency Fund | 8268.26,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1819,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1819 | Emergency Fund | 8268.26,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1822,MTR-APK-1822,Personal,Personal,Future Building,Investments,Investment,2026-07-01,13:36:43,2026-07-01 13:36:43,4291.98,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1822 | Investments | 4291.98,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1822,android,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1822 | Investments | 4291.98,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
1825,MTR-APK-1825,Personal,Personal,Future Building,Education,Expense,2025-09-08,18:23:27,2025-09-08 18:23:27,8888.57,INR,-8888.57,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1825 | Education | 8888.57,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1825,android,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1825 | Education | 8888.57,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
1828,MTR-APK-1828,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-05-07,23:23:58,2026-05-07 23:23:58,6218.97,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1828 | Goal Contribution | 6218.97,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1828,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1828 | Goal Contribution | 6218.97,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1831,MTR-APK-1831,Personal,Personal,Lifestyle,Dining,Expense,2026-04-10,05:24:08,2026-04-10 05:24:08,6637.65,INR,-6637.65,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1831 | Dining | 6637.65,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1831,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-APK-PERSONAL-LIFESTYLE-1831 | Dining | 6637.65,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1834,MTR-APK-1834,Personal,Personal,Lifestyle,Shopping,Expense,2026-03-05,13:18:52,2026-03-05 13:18:52,15581.41,INR,-15581.41,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1834 | Shopping | 15581.41,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1834,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-APK-PERSONAL-LIFESTYLE-1834 | Shopping | 15581.41,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1837,MTR-APK-1837,Personal,Personal,Lifestyle,Entertainment,Expense,2025-10-11,04:06:00,2025-10-11 04:06:00,4143.3,INR,-4143.3,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1837 | Entertainment | 4143.30,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1837,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-APK-PERSONAL-LIFESTYLE-1837 | Entertainment | 4143.30,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1840,MTR-APK-1840,Personal,Personal,Lifestyle,Travel,Expense,2025-11-15,14:32:27,2025-11-15 14:32:27,5804.32,INR,-5804.32,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1840 | Travel | 5804.32,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1840,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-APK-PERSONAL-LIFESTYLE-1840 | Travel | 5804.32,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1843,MTR-APK-1843,Personal,Personal,Lifestyle,Fitness,Expense,2025-10-12,01:29:54,2025-10-12 01:29:54,16470.87,INR,-16470.87,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1843 | Fitness | 16470.87,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1843,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-APK-PERSONAL-LIFESTYLE-1843 | Fitness | 16470.87,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1846,MTR-APK-1846,Personal,Personal,Lifestyle,Hobbies,Expense,2026-01-03,23:22:12,2026-01-03 23:22:12,8599.45,INR,-8599.45,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1846 | Hobbies | 8599.45,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1846,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-APK-PERSONAL-LIFESTYLE-1846 | Hobbies | 8599.45,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1849,MTR-APK-1849,Personal,Personal,Relationships,Gifts,Expense,2025-09-03,16:22:56,2025-09-03 16:22:56,5419.22,INR,-5419.22,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1849 | Gifts | 5419.22,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1849,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1849 | Gifts | 5419.22,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1852,MTR-APK-1852,Personal,Personal,Relationships,Dates,Expense,2025-09-12,14:05:42,2025-09-12 14:05:42,10325.77,INR,-10325.77,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1852 | Dates | 10325.77,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1852,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1852 | Dates | 10325.77,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1855,MTR-APK-1855,Personal,Personal,Relationships,Family,Expense,2026-07-19,11:09:16,2026-07-19 11:09:16,17295.15,INR,-17295.15,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1855 | Family | 17295.15,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1855,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1855 | Family | 17295.15,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1858,MTR-APK-1858,Personal,Personal,Relationships,Friends,Expense,2026-08-29,22:50:30,2026-08-29 22:50:30,17384.47,INR,-17384.47,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1858 | Friends | 17384.47,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1858,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1858 | Friends | 17384.47,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1861,MTR-APK-1861,Personal,Personal,Relationships,Celebrations,Expense,2025-12-24,01:20:36,2025-12-24 01:20:36,1977.79,INR,-1977.79,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1861 | Celebrations | 1977.79,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1861,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1861 | Celebrations | 1977.79,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1864,MTR-APK-1864,Personal,Personal,Life Operations,Groceries,Expense,2026-05-13,08:44:46,2026-05-13 08:44:46,8387.97,INR,-8387.97,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1864 | Groceries | 8387.97,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1864,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1864 | Groceries | 8387.97,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1867,MTR-APK-1867,Personal,Personal,Life Operations,Rent,Expense,2026-08-20,20:49:42,2026-08-20 20:49:42,2147.34,INR,-2147.34,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1867 | Rent | 2147.34,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1867,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1867 | Rent | 2147.34,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1870,MTR-APK-1870,Personal,Personal,Life Operations,Bills,Expense,2026-03-31,04:29:57,2026-03-31 04:29:57,10389.48,INR,-10389.48,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1870 | Bills | 10389.48,Android,B38,RAMP_1501_2500,CREATED,idem-20260902-apk-1870,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1870 | Bills | 10389.48,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
