Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001
1750,MTR-APK-1750,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-10-16,13:46:49,2025-10-16 13:46:49,9238.51,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1750 | Emergency Fund | 9238.51,Android,B35,RAMP_1501_2500,CREATED,idem-20260902-apk-1750
1751,MTR-APK-1751,Group,Shared Experience,Trip,Local Transport,Expense,2025-12-24,00:39:39,2025-12-24 00:39:39,16117.45,INR,-16117.45,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-TRIP-1751 | Local Transport | 16117.45,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1751
1752,MTR-APK-1752,Business,Business,Business Operations,Legal,Expense,2026-07-17,13:54:05,2026-07-17 13:54:05,173806.06,INR,-173806.06,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1752 | Legal | 173806.06,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1752
1753,MTR-APK-1753,Personal,Personal,Future Building,Investments,Investment,2025-12-19,12:40:23,2025-12-19 12:40:23,1832.37,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1753 | Investments | 1832.37,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1753
1754,MTR-APK-1754,Group,Shared Experience,Trip,Activities,Expense,2025-11-07,05:47:59,2025-11-07 05:47:59,27089.11,INR,-27089.11,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-TRIP-1754 | Activities | 27089.11,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1754
1755,MTR-APK-1755,Business,Business,Business Operations,Accounting,Expense,2026-01-09,04:10:53,2026-01-09 04:10:53,41646.94,INR,-41646.94,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1755 | Accounting | 41646.94,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1755
1756,MTR-APK-1756,Personal,Personal,Future Building,Education,Expense,2026-08-02,16:25:09,2026-08-02 16:25:09,10229.3,INR,-10229.3,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1756 | Education | 10229.30,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1756
1757,MTR-APK-1757,Group,Shared Experience,Trip,Shopping,Expense,2026-08-31,17:07:22,2026-08-31 17:07:22,1195.5,INR,-1195.5,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-TRIP-1757 | Shopping | 1195.50,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1757
1758,MTR-APK-1758,Business,Business,Business Operations,Equipment,Expense,2025-11-12,05:12:44,2025-11-12 05:12:44,26977.55,INR,-26977.55,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1758 | Equipment | 26977.55,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1758
1759,MTR-APK-1759,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-05-21,05:35:35,2026-05-21 05:35:35,821.78,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1759 | Goal Contribution | 821.78,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1759
1760,MTR-APK-1760,Group,Shared Experience,Trip,Other,Expense,2026-08-07,02:59:00,2026-08-07 02:59:00,12976.47,INR,-12976.47,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-TRIP-1760 | Other | 12976.47,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1760
1761,MTR-APK-1761,Business,Business,Business Operations,Vendor,Expense,2026-01-02,07:50:19,2026-01-02 07:50:19,51410.93,INR,-51410.93,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1761 | Vendor | 51410.93,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1761
1762,MTR-APK-1762,Personal,Personal,Lifestyle,Dining,Expense,2026-05-18,20:40:06,2026-05-18 20:40:06,19815.27,INR,-19815.27,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1762 | Dining | 19815.27,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1762
1763,MTR-APK-1763,Group,Shared Experience,Wedding,Venue,Expense,2026-07-20,13:28:32,2026-07-20 13:28:32,25422.33,INR,-25422.33,APK Meera,3,SHARES,MAESTRO-APK-GROUP-WEDDING-1763 | Venue | 25422.33,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1763
1764,MTR-APK-1764,Business,Business,Business Operations,Tax,Expense,2026-03-05,16:44:42,2026-03-05 16:44:42,154908.86,INR,-154908.86,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1764 | Tax | 154908.86,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1764
1765,MTR-APK-1765,Personal,Personal,Lifestyle,Shopping,Expense,2026-04-26,11:13:14,2026-04-26 11:13:14,3662.24,INR,-3662.24,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1765 | Shopping | 3662.24,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1765
1766,MTR-APK-1766,Group,Shared Experience,Wedding,Catering,Expense,2026-04-20,23:27:19,2026-04-20 23:27:19,9611.77,INR,-9611.77,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-1766 | Catering | 9611.77,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1766
1767,MTR-APK-1767,Business,Business,Team Operations,Payroll,Expense,2026-04-27,09:13:57,2026-04-27 09:13:57,54183.15,INR,-54183.15,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1767 | Payroll | 54183.15,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1767
1768,MTR-APK-1768,Personal,Personal,Lifestyle,Entertainment,Expense,2026-04-09,03:03:54,2026-04-09 03:03:54,17490.9,INR,-17490.9,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1768 | Entertainment | 17490.90,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1768
1769,MTR-APK-1769,Group,Shared Experience,Wedding,Decor,Expense,2026-01-26,19:18:56,2026-01-26 19:18:56,22635.91,INR,-22635.91,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-1769 | Decor | 22635.91,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1769
1770,MTR-APK-1770,Business,Business,Team Operations,Contractor,Expense,2026-08-04,15:40:11,2026-08-04 15:40:11,61174.65,INR,-61174.65,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1770 | Contractor | 61174.65,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1770
1771,MTR-APK-1771,Personal,Personal,Lifestyle,Travel,Expense,2026-01-07,13:47:37,2026-01-07 13:47:37,7452.1,INR,-7452.1,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1771 | Travel | 7452.10,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1771
1772,MTR-APK-1772,Group,Shared Experience,Wedding,Travel,Expense,2026-06-03,21:00:40,2026-06-03 21:00:40,21640.52,INR,-21640.52,APK Meera,3,EXACT,MAESTRO-APK-GROUP-WEDDING-1772 | Travel | 21640.52,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1772
1773,MTR-APK-1773,Business,Business,Team Operations,Hiring,Expense,2026-01-21,09:04:37,2026-01-21 09:04:37,139493.12,INR,-139493.12,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1773 | Hiring | 139493.12,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1773
1774,MTR-APK-1774,Personal,Personal,Lifestyle,Fitness,Expense,2026-01-19,16:06:40,2026-01-19 16:06:40,16443.51,INR,-16443.51,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1774 | Fitness | 16443.51,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1774
1775,MTR-APK-1775,Group,Shared Experience,Wedding,Gifts,Expense,2026-01-18,09:06:34,2026-01-18 09:06:34,1846.9,INR,-1846.9,APK Owner,3,SHARES,MAESTRO-APK-GROUP-WEDDING-1775 | Gifts | 1846.90,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1775
1776,MTR-APK-1776,Business,Business,Team Operations,Team Meal,Expense,2025-09-23,21:30:39,2025-09-23 21:30:39,0.01,INR,-0.01,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1776 | Team Meal | 0.01,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1776
1777,MTR-APK-1777,Personal,Personal,Lifestyle,Hobbies,Expense,2026-05-13,10:22:12,2026-05-13 10:22:12,824.91,INR,-824.91,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1777 | Hobbies | 824.91,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1777
1778,MTR-APK-1778,Group,Shared Experience,Wedding,Photography,Expense,2026-08-29,03:40:37,2026-08-29 03:40:37,18189.25,INR,-18189.25,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-WEDDING-1778 | Photography | 18189.25,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1778
1779,MTR-APK-1779,Business,Business,Team Operations,Travel,Expense,2026-02-06,09:19:31,2026-02-06 09:19:31,39403.91,INR,-39403.91,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1779 | Travel | 39403.91,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1779
1780,MTR-APK-1780,Personal,Personal,Relationships,Gifts,Expense,2026-02-24,02:56:38,2026-02-24 02:56:38,2885.86,INR,-2885.86,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1780 | Gifts | 2885.86,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1780
1781,MTR-APK-1781,Group,Shared Experience,Wedding,Other,Expense,2026-06-23,11:42:38,2026-06-23 11:42:38,6253.7,INR,-6253.7,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-WEDDING-1781 | Other | 6253.70,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1781
1782,MTR-APK-1782,Business,Business,Team Operations,Training,Expense,2025-11-26,19:32:02,2025-11-26 19:32:02,95216.45,INR,-95216.45,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1782 | Training | 95216.45,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1782
1783,MTR-APK-1783,Personal,Personal,Relationships,Dates,Expense,2026-08-01,18:37:14,2026-08-01 18:37:14,2048.04,INR,-2048.04,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1783 | Dates | 2048.04,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1783
1784,MTR-APK-1784,Group,Shared Experience,Office Outing,Food,Expense,2026-01-14,19:07:53,2026-01-14 19:07:53,10109.52,INR,-10109.52,APK Owner,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-1784 | Food | 10109.52,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1784
1785,MTR-APK-1785,Business,Business,Team Operations,Tools,Expense,2026-03-01,08:16:53,2026-03-01 08:16:53,82617.63,INR,-82617.63,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1785 | Tools | 82617.63,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1785
1786,MTR-APK-1786,Personal,Personal,Relationships,Family,Expense,2026-02-15,09:03:16,2026-02-15 09:03:16,10866.85,INR,-10866.85,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1786 | Family | 10866.85,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1786
1787,MTR-APK-1787,Group,Shared Experience,Office Outing,Travel,Expense,2025-10-28,18:50:56,2025-10-28 18:50:56,7986.53,INR,-7986.53,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-OFFICE_OUTING-1787 | Travel | 7986.53,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1787
1788,MTR-APK-1788,Business,Business,Business Runway,Funding,Income,2025-09-01,23:04:13,2025-09-01 23:04:13,46674.86,INR,46674.86,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1788 | Funding | 46674.86,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1788
1789,MTR-APK-1789,Personal,Personal,Relationships,Friends,Expense,2026-01-09,18:37:32,2026-01-09 18:37:32,9448.7,INR,-9448.7,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1789 | Friends | 9448.70,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1789
1790,MTR-APK-1790,Group,Shared Experience,Office Outing,Activities,Expense,2025-11-25,03:44:01,2025-11-25 03:44:01,9608.8,INR,-9608.8,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-OFFICE_OUTING-1790 | Activities | 9608.80,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1790
1791,MTR-APK-1791,Business,Business,Business Runway,Revenue,Income,2026-01-13,12:17:24,2026-01-13 12:17:24,115055.27,INR,115055.27,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1791 | Revenue | 115055.27,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1791
1792,MTR-APK-1792,Personal,Personal,Relationships,Celebrations,Expense,2025-12-10,07:16:53,2025-12-10 07:16:53,11262.71,INR,-11262.71,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-1792 | Celebrations | 11262.71,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1792
1793,MTR-APK-1793,Group,Shared Experience,Office Outing,Venue,Expense,2026-06-25,01:09:30,2026-06-25 01:09:30,21895.04,INR,-21895.04,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-OFFICE_OUTING-1793 | Venue | 21895.04,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1793
1794,MTR-APK-1794,Business,Business,Business Runway,Burn,Expense,2026-03-21,23:22:34,2026-03-21 23:22:34,153083.05,INR,-153083.05,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1794 | Burn | 153083.05,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1794
1795,MTR-APK-1795,Personal,Personal,Life Operations,Groceries,Expense,2025-10-21,15:23:26,2025-10-21 15:23:26,15611.69,INR,-15611.69,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1795 | Groceries | 15611.69,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1795
1796,MTR-APK-1796,Group,Shared Experience,Office Outing,Other,Expense,2025-11-24,05:10:17,2025-11-24 05:10:17,17857.62,INR,-17857.62,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-OFFICE_OUTING-1796 | Other | 17857.62,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1796
1797,MTR-APK-1797,Business,Business,Business Runway,Reserve,Transfer,2026-07-10,11:16:42,2026-07-10 11:16:42,63462.32,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1797 | Reserve | 63462.32,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1797
1798,MTR-APK-1798,Personal,Personal,Life Operations,Rent,Expense,2026-04-08,00:43:39,2026-04-08 00:43:39,7290.46,INR,-7290.46,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1798 | Rent | 7290.46,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1798
1799,MTR-APK-1799,Group,Shared Experience,House Party,Food,Expense,2026-08-16,13:02:28,2026-08-16 13:02:28,646.16,INR,-646.16,APK Meera,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-1799 | Food | 646.16,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1799
1800,MTR-APK-1800,Business,Business,Business Runway,Loan,Income,2026-01-22,00:14:04,2026-01-22 00:14:04,29357.67,INR,29357.67,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1800 | Loan | 29357.67,Android,B36,RAMP_1501_2500,CREATED,idem-20260902-apk-1800
1801,MTR-APK-1801,Personal,Personal,Life Operations,Bills,Expense,2026-03-31,13:16:06,2026-03-31 13:16:06,8153.61,INR,-8153.61,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1801 | Bills | 8153.61,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1801
1802,MTR-APK-1802,Group,Shared Experience,House Party,Drinks,Expense,2026-03-05,05:54:20,2026-03-05 05:54:20,5390.79,INR,-5390.79,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-HOUSE_PARTY-1802 | Drinks | 5390.79,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1802
1803,MTR-APK-1803,Business,Business,Business Runway,Investment,Income,2026-01-02,21:43:36,2026-01-02 21:43:36,21616.41,INR,21616.41,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-1803 | Investment | 21616.41,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1803
1804,MTR-APK-1804,Personal,Personal,Life Operations,Transport,Expense,2026-07-16,02:07:23,2026-07-16 02:07:23,1709.58,INR,-1709.58,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1804 | Transport | 1709.58,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1804
1805,MTR-APK-1805,Group,Shared Experience,House Party,Decor,Expense,2026-06-11,06:05:26,2026-06-11 06:05:26,22893.57,INR,-22893.57,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-HOUSE_PARTY-1805 | Decor | 22893.57,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1805
1806,MTR-APK-1806,Business,Business,Business Operations,Software,Expense,2025-10-11,19:45:01,2025-10-11 19:45:01,119451.43,INR,-119451.43,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1806 | Software | 119451.43,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1806
1807,MTR-APK-1807,Personal,Personal,Life Operations,Healthcare,Expense,2025-12-26,09:57:38,2025-12-26 09:57:38,11237.36,INR,-11237.36,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1807 | Healthcare | 11237.36,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1807
1808,MTR-APK-1808,Group,Shared Experience,House Party,Supplies,Expense,2026-03-14,19:26:17,2026-03-14 19:26:17,1800.18,INR,-1800.18,APK Meera,3,EXACT,MAESTRO-APK-GROUP-HOUSE_PARTY-1808 | Supplies | 1800.18,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1808
1809,MTR-APK-1809,Business,Business,Business Operations,Rent,Expense,2025-10-14,15:17:18,2025-10-14 15:17:18,29577.41,INR,-29577.41,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1809 | Rent | 29577.41,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1809
1810,MTR-APK-1810,Personal,Personal,Life Operations,Subscriptions,Expense,2025-09-06,03:44:35,2025-09-06 03:44:35,9286.11,INR,-9286.11,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1810 | Subscriptions | 9286.11,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1810
1811,MTR-APK-1811,Group,Shared Experience,House Party,Other,Expense,2025-11-29,00:36:59,2025-11-29 00:36:59,7905.42,INR,-7905.42,APK Owner,3,SHARES,MAESTRO-APK-GROUP-HOUSE_PARTY-1811 | Other | 7905.42,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1811
1812,MTR-APK-1812,Business,Business,Business Operations,Marketing,Expense,2026-06-29,00:48:02,2026-06-29 00:48:02,150461.77,INR,-150461.77,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1812 | Marketing | 150461.77,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1812
1813,MTR-APK-1813,Personal,Personal,Life Operations,Repairs,Expense,2026-05-20,02:46:08,2026-05-20 02:46:08,1.0,INR,-1.0,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-1813 | Repairs | 1.00,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1813
1814,MTR-APK-1814,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2025-09-25,00:19:05,2025-09-25 00:19:05,17190.97,INR,17190.97,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-GIFT_POOL-1814 | Contribution | 17190.97,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1814
1815,MTR-APK-1815,Business,Business,Business Operations,Legal,Expense,2025-09-11,04:41:41,2025-09-11 04:41:41,129950.03,INR,-129950.03,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1815 | Legal | 129950.03,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1815
1816,MTR-APK-1816,Personal,Personal,Future Building,Savings,Transfer,2025-11-13,04:57:00,2025-11-13 04:57:00,14837.04,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1816 | Savings | 14837.04,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1816
1817,MTR-APK-1817,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2025-10-23,01:55:56,2025-10-23 01:55:56,6269.32,INR,-6269.32,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-GIFT_POOL-1817 | Gift Purchase | 6269.32,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1817
1818,MTR-APK-1818,Business,Business,Business Operations,Accounting,Expense,2025-11-18,09:00:52,2025-11-18 09:00:52,30762.34,INR,-30762.34,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1818 | Accounting | 30762.34,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1818
1819,MTR-APK-1819,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-12-03,06:10:55,2025-12-03 06:10:55,8268.26,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1819 | Emergency Fund | 8268.26,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1819
1820,MTR-APK-1820,Group,Shared Purchase,Gift Pool,Delivery,Expense,2026-02-03,08:05:19,2026-02-03 08:05:19,20981.09,INR,-20981.09,APK Owner,3,EXACT,MAESTRO-APK-GROUP-GIFT_POOL-1820 | Delivery | 20981.09,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1820
1821,MTR-APK-1821,Business,Business,Business Operations,Equipment,Expense,2026-05-14,17:22:30,2026-05-14 17:22:30,94633.55,INR,-94633.55,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1821 | Equipment | 94633.55,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1821
1822,MTR-APK-1822,Personal,Personal,Future Building,Investments,Investment,2026-07-01,13:36:43,2026-07-01 13:36:43,4291.98,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1822 | Investments | 4291.98,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1822
1823,MTR-APK-1823,Group,Shared Purchase,Gift Pool,Other,Expense,2026-08-14,22:44:10,2026-08-14 22:44:10,774.14,INR,-774.14,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-GIFT_POOL-1823 | Other | 774.14,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1823
1824,MTR-APK-1824,Business,Business,Business Operations,Vendor,Expense,2026-02-16,09:03:59,2026-02-16 09:03:59,133663.31,INR,-133663.31,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1824 | Vendor | 133663.31,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1824
1825,MTR-APK-1825,Personal,Personal,Future Building,Education,Expense,2025-09-08,18:23:27,2025-09-08 18:23:27,8888.57,INR,-8888.57,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1825 | Education | 8888.57,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1825
1826,MTR-APK-1826,Group,Shared Purchase,Purchase,Item,Expense,2026-02-03,11:08:42,2026-02-03 11:08:42,14118.52,INR,-14118.52,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-PURCHASE-1826 | Item | 14118.52,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1826
1827,MTR-APK-1827,Business,Business,Business Operations,Tax,Expense,2026-03-08,15:26:13,2026-03-08 15:26:13,161807.0,INR,-161807.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-1827 | Tax | 161807.00,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1827
1828,MTR-APK-1828,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-05-07,23:23:58,2026-05-07 23:23:58,6218.97,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-1828 | Goal Contribution | 6218.97,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1828
1829,MTR-APK-1829,Group,Shared Purchase,Purchase,Shipping,Expense,2025-11-14,03:23:04,2025-11-14 03:23:04,15472.08,INR,-15472.08,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-PURCHASE-1829 | Shipping | 15472.08,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1829
1830,MTR-APK-1830,Business,Business,Team Operations,Payroll,Expense,2026-01-19,05:59:50,2026-01-19 05:59:50,162199.83,INR,-162199.83,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1830 | Payroll | 162199.83,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1830
1831,MTR-APK-1831,Personal,Personal,Lifestyle,Dining,Expense,2026-04-10,05:24:08,2026-04-10 05:24:08,6637.65,INR,-6637.65,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-1831 | Dining | 6637.65,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1831
1832,MTR-APK-1832,Group,Shared Purchase,Purchase,Tax,Expense,2025-09-28,00:02:26,2025-09-28 00:02:26,28649.55,INR,-28649.55,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-PURCHASE-1832 | Tax | 28649.55,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1832
1833,MTR-APK-1833,Business,Business,Team Operations,Contractor,Expense,2026-04-19,13:24:34,2026-04-19 13:24:34,18227.18,INR,-18227.18,APK Owner,,,MAESTRO-APK-BUSINESS-TEAM_OPERATIONS-1833 | Contractor | 18227.18,Android,B37,RAMP_1501_2500,CREATED,idem-20260902-apk-1833
