moment_family,moment_subtype,mapping_batch,group_moment_type,screen_id,figma_screen,figma_node,widget_id,figma_widget,widget_type,ui_label,field,table_column,supporting_tables,api_read,api_write,api_contract_excel,excel_mapping_status,android_binding,ios_binding,projection,gx2_status,closure_priority,notes
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q01,Track Attendance,592:7770,GRP-SE-OFF-Q01-W007,Send Reminder CTA,Secondary Action,Send Reminder,attendance_id; moment_id; participant_id; attendance_status; checked_at; note; updated_at,collaboration.attendance :: attendance_id; moment_id; participant_id; attendance_status; checked_at; note; updated_at,collaboration.moment_participant,,,TBD explicit attendance /v1 route,PARTIAL,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,P0/P1,Canonical attendance exists; explicit route/DTO is not frozen. Reminder transport is separate notification behavior.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q01,Track Attendance,592:7770,GRP-SE-OFF-Q01-W008,Update Attendance CTA,Primary Action,Update Attendance,attendance_id; moment_id; participant_id; attendance_status; checked_at; note; updated_at,collaboration.attendance :: attendance_id; moment_id; participant_id; attendance_status; checked_at; note; updated_at,collaboration.moment_participant,,,TBD explicit attendance /v1 route,PARTIAL,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,P0/P1,Canonical attendance exists; explicit route/DTO is not frozen. Reminder transport is separate notification behavior.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W001,Moment Header,Context Display,Office Outing,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,See AppShellScreen Group routing,See AppShellView Group routing,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W002,Add Participant Sheet Title,Sheet Header,Add Participant,N/A,N/A :: N/A,N/A,,,,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W003,Participant Helper,Helper Text,Invite and manage team members for the outing,N/A,N/A :: N/A,N/A,,,,STATIC,Local UI / shell chrome,Local UI / shell chrome,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W004,Participant Name,Text / Contact Input,Participant Name,core.external_party.display_name,collaboration.moment_participant + core.external_party :: core.external_party.display_name,N/A,,TBD explicit participant/invite /v1 route,TBD explicit participant/invite /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0/P1,Participant/invite route is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W005,Affiliation / Role,Role Selector,Affiliation / Role,participant_role,collaboration.moment_participant + core.external_party :: participant_role,N/A,,TBD explicit participant/invite /v1 route,TBD explicit participant/invite /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0/P1,Participant/invite route is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W006,RSVP Status,Status Selector,RSVP Status,participant_id; moment_id; user_id; external_party_id; participant_role; status; invited_at; joined_at,collaboration.moment_participant + core.external_party :: participant_id; moment_id; user_id; external_party_id; participant_role; status; invited_at; joined_at,N/A,,TBD explicit participant/invite /v1 route,TBD explicit participant/invite /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0/P1,Participant/invite route is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W007,Dietary Preferences / Notes,Multiline Text Input,Dietary Preferences / Notes,participant_id; moment_id; user_id; external_party_id; participant_role; status; invited_at; joined_at,collaboration.moment_participant + core.external_party :: participant_id; moment_id; user_id; external_party_id; participant_role; status; invited_at; joined_at,N/A,,TBD explicit participant/invite /v1 route,TBD explicit participant/invite /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0/P1,Participant/invite route is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W008,Dietary Preference Toggle,Toggle,Vegetarian meal option preferred,participant_id; moment_id; user_id; external_party_id; participant_role; status; invited_at; joined_at,collaboration.moment_participant + core.external_party :: participant_id; moment_id; user_id; external_party_id; participant_role; status; invited_at; joined_at,N/A,,TBD explicit participant/invite /v1 route,TBD explicit participant/invite /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0/P1,Participant/invite route is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q02,Add Participant,592:7868,GRP-SE-OFF-Q02-W009,Add Participant CTA,Primary Action,Add Participant,participant_id; moment_id; user_id; external_party_id; participant_role; status; invited_at; joined_at,collaboration.moment_participant + core.external_party :: participant_id; moment_id; user_id; external_party_id; participant_role; status; invited_at; joined_at,N/A,,TBD explicit participant/invite /v1 route,TBD explicit participant/invite /v1 route,PARTIAL,See AppShellScreen Group routing,See AppShellView Group routing,,CLIENT_FIX,P0/P1,Participant/invite route is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W001,Moment Context Header,Context Display,Office Outing,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W002,Moment Settings,Navigation Action,Settings,N/A,N/A :: N/A,N/A,,,,STATIC,GroupExpenseSheet,GroupExpenseSheet,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W003,Total Spent / Budget Context,Summary Metric,Current financial total,expense_total; budget_total; currency_code; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: expense_total; budget_total; currency_code; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupExpenseSheet,GroupExpenseSheet,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W004,Active Plans / Members Context,Summary Metric,Current active count,group_life.planning_payload; group_pulse.participant_count; projection_version,projection.group_life + projection.group_pulse :: group_life.planning_payload; group_pulse.participant_count; projection_version,N/A,GET /v1/group/moments/:momentId/life and/or pulse,,GET /v1/group/moments/:momentId/life and/or pulse,PARTIAL,GroupExpenseSheet,GroupExpenseSheet,projection.group_life + projection.group_pulse,CLIENT_FIX,P1,Exact combined background-context payload is not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W005,Today's Timeline,Section / Timeline,Today's Timeline,planning_payload; projection_version; updated_at,projection.group_life :: planning_payload; projection_version; updated_at,collaboration.planning_item; collaboration.booking; work.task,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,GroupExpenseSheet,GroupExpenseSheet,projection.group_life,CLIENT_FIX,P1,Timeline item payload schema is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W006,Timeline Item 1,Timeline Item,Scheduled item,planning_payload; projection_version; updated_at,projection.group_life :: planning_payload; projection_version; updated_at,collaboration.planning_item; collaboration.booking; work.task,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,GroupExpenseSheet,GroupExpenseSheet,projection.group_life,CLIENT_FIX,P1,Timeline item payload schema is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W007,Timeline Item 2,Timeline Item,Scheduled item,planning_payload; projection_version; updated_at,projection.group_life :: planning_payload; projection_version; updated_at,collaboration.planning_item; collaboration.booking; work.task,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,GroupExpenseSheet,GroupExpenseSheet,projection.group_life,CLIENT_FIX,P1,Timeline item payload schema is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W008,Add Expense Sheet Title,Sheet Header,Add Expense,N/A,N/A :: N/A,N/A,,,,STATIC,GroupExpenseSheet,GroupExpenseSheet,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W009,Expense Amount,Currency Input,₹ 0.00,amount; currency_code,finance.expense + finance.group_expense_context :: amount; currency_code,finance.expense_share; finance.expense_split; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W010,Description,Text Input,Description,description,finance.expense + finance.group_expense_context :: description,finance.expense_share; finance.expense_split; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W011,Paid By,Member Selector,Paid By,paid_by_participant_id; moment_id; domain_code,finance.group_expense_context :: paid_by_participant_id; moment_id; domain_code,finance.expense; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W012,Expense Date,Date Picker,Date,effective_at,finance.expense + finance.group_expense_context :: effective_at,finance.expense_share; finance.expense_split; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W013,Split Between,Multi-member Selector,Split Between,participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense_share :: participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W014,Split Member 1,Member Toggle,Member,participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense_share :: participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W015,Split Member 2,Member Toggle,Member,participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense_share :: participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W016,Split Member 3,Member Toggle,Member,participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense_share :: participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W017,Split Member 4,Member Toggle,Member,participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense_share :: participant_id; share_amount; share_percent; status; expense_id; moment_id,finance.expense; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W018,Equal Split,Segmented Control,Equal,split_type; amount; percentage; expense_id,finance.expense_split :: split_type; amount; percentage; expense_id,finance.expense; finance.expense_share,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W019,Custom Split,Segmented Control,Custom,split_type; amount; percentage; expense_id,finance.expense_split :: split_type; amount; percentage; expense_id,finance.expense; finance.expense_share,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W020,Percentage Split,Segmented Control,% Percent,split_type; amount; percentage; expense_id,finance.expense_split :: split_type; amount; percentage; expense_id,finance.expense; finance.expense_share,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W021,Food Category,Category Chip,Food,category_code,finance.expense :: category_code,finance.group_expense_context; finance.expense_share; finance.expense_split,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W022,Transport Category,Category Chip,Transport,category_code,finance.expense :: category_code,finance.group_expense_context; finance.expense_share; finance.expense_split,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W023,Stay Category,Category Chip,Stay,category_code,finance.expense :: category_code,finance.group_expense_context; finance.expense_share; finance.expense_split,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W024,Activities Category,Category Chip,Activities,category_code,finance.expense :: category_code,finance.group_expense_context; finance.expense_share; finance.expense_split,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W025,Shopping Category,Category Chip,Shopping,category_code,finance.expense :: category_code,finance.group_expense_context; finance.expense_share; finance.expense_split,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W026,Other Category,Category Chip,Other,category_code,finance.expense :: category_code,finance.group_expense_context; finance.expense_share; finance.expense_split,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W027,Add Expense CTA,Primary Action,Add Expense,expense canonical fields + split/share records,finance.expense + finance.group_expense_context :: expense canonical fields + split/share records,finance.expense_share; finance.expense_split; collaboration.moment_participant,,POST /v1/moments/:momentId/expenses,POST /v1/moments/:momentId/expenses,MAPPED,GroupExpenseSheet,GroupExpenseSheet,,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q03,Add Expense,592:7953,GRP-SE-OFF-Q03-W028,Expense Notification Note,Helper / Status Text,Everyone will be notified,N/A,N/A :: N/A,N/A,,,,STATIC,GroupExpenseSheet,GroupExpenseSheet,,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W001,Moment Context Header,Context Display,Office Outing,core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,core.moment + collaboration.shared_experience_context :: core.moment: moment_id; title; description; status; visibility; start_at; end_at; timezone; version | shared_experience_context: experience_kind; destination_text; venue_text; start_at; end_at; status,N/A,GET /v1/moments/:momentId,,GET /v1/moments/:momentId,MAPPED,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W002,Moment Settings,Navigation Action,Settings,N/A,N/A :: N/A,N/A,,,,STATIC,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W003,Total Spent / Budget Context,Summary Metric,Current financial total,expense_total; budget_total; currency_code; projection_version,projection.group_finance_snapshot + projection.group_finance_position :: expense_total; budget_total; currency_code; projection_version,finance.expense; finance.expense_share; finance.contribution; finance.participant_obligation; finance.settlement; finance.budget,GET /v1/group/moments/:momentId/finance,,GET /v1/group/moments/:momentId/finance,MAPPED,GroupBudgetSheet,GroupBudgetSheet,projection.group_finance_snapshot + projection.group_finance_position,WIRED,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W004,Active Plans / Members Context,Summary Metric,Current active count,group_life.planning_payload; group_pulse.participant_count; projection_version,projection.group_life + projection.group_pulse :: group_life.planning_payload; group_pulse.participant_count; projection_version,N/A,GET /v1/group/moments/:momentId/life and/or pulse,,GET /v1/group/moments/:momentId/life and/or pulse,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),projection.group_life + projection.group_pulse,CLIENT_FIX,P1,Exact combined background-context payload is not frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W005,Today's Timeline,Section / Timeline,Today's Timeline,planning_payload; projection_version; updated_at,projection.group_life :: planning_payload; projection_version; updated_at,collaboration.planning_item; collaboration.booking; work.task,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),projection.group_life,CLIENT_FIX,P1,Timeline item payload schema is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W006,Timeline Item 1,Timeline Item,Scheduled item,planning_payload; projection_version; updated_at,projection.group_life :: planning_payload; projection_version; updated_at,collaboration.planning_item; collaboration.booking; work.task,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),projection.group_life,CLIENT_FIX,P1,Timeline item payload schema is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W007,Timeline Item 2,Timeline Item,Scheduled item,planning_payload; projection_version; updated_at,projection.group_life :: planning_payload; projection_version; updated_at,collaboration.planning_item; collaboration.booking; work.task,GET /v1/group/moments/:momentId/life,,GET /v1/group/moments/:momentId/life,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),projection.group_life,CLIENT_FIX,P1,Timeline item payload schema is not explicitly frozen.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W008,Add Planning Item Sheet Title,Sheet Header,Add Planning Item,N/A,N/A :: N/A,N/A,,,,STATIC,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,LOCAL_ONLY,N/A,No backend field mapping required.
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W009,Plan Title,Text Input,Plan Title,title,collaboration.planning_item :: title,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W010,Plan Date,Date Picker,Date,due_at,collaboration.planning_item :: due_at,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W011,Plan Time,Time Picker,Time,due_at,collaboration.planning_item :: due_at,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
Shared Experience,OFFICE_OUTING,G-M1 Shared Experience,Shared Experience — Office Outing,GRP-SE-OFF-Q04,Add Planning Item,592:8079,GRP-SE-OFF-Q04-W012,Location,Location Input,Location,title; description; due_at; status; created_by_participant_id; version,collaboration.planning_item :: title; description; due_at; status; created_by_participant_id; version,collaboration.moment_participant,,TBD explicit /v1 planning-item command,TBD explicit /v1 planning-item command,PARTIAL,Quick Add gap tile (apiGap=true),Quick Add gap tile (apiGap=true),,CLIENT_FIX,JOIN-1,"Canonical planning_item exists, but explicit HTTP route is not frozen; some UI fields such as priority/assignment may not have exact columns.; GX2-C live 2026-08-30: route mounted; client bind/iOS GET pending; iOS GET list missing — Life facet only"
