Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2048,MTR-IOS-2048,Group,Shared Living,Flatmates,Repairs,Expense,2026-03-22,07:37:35,2026-03-22 07:37:35,13600.28,INR,-13600.28,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-FLATMATES-2048 | Repairs | 13600.28,iPhone,B41,RAMP_1501_2500,CREATED,idem-20260902-ios-2048,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repairs,MAESTRO-IOS-GROUP-FLATMATES-2048 | Repairs | 13600.28,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2049,MTR-IOS-2049,Business,Business,Business Runway,Reserve,Transfer,2026-02-09,11:09:41,2026-02-09 11:09:41,63234.84,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2049 | Reserve | 63234.84,iPhone,B41,RAMP_1501_2500,CREATED,idem-20260902-ios-2049,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2049 | Reserve | 63234.84,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
2050,MTR-IOS-2050,Personal,Personal,Lifestyle,Fitness,Expense,2025-12-01,01:27:58,2025-12-01 01:27:58,6282.36,INR,-6282.36,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2050 | Fitness | 6282.36,iPhone,B41,RAMP_1501_2500,CREATED,idem-20260902-ios-2050,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-2050 | Fitness | 6282.36,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2051,MTR-IOS-2051,Group,Shared Living,Shared Living,Rent,Expense,2026-09-02,23:00:30,2026-09-02 23:00:30,22772.43,INR,-22772.43,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-2051 | Rent | 22772.43,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2051,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-IOS-GROUP-SHARED_LIVING-2051 | Rent | 22772.43,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2052,MTR-IOS-2052,Business,Business,Business Runway,Loan,Income,2025-11-03,20:33:46,2025-11-03 20:33:46,67434.68,INR,67434.68,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2052 | Loan | 67434.68,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2052,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2052 | Loan | 67434.68,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2053,MTR-IOS-2053,Personal,Personal,Lifestyle,Hobbies,Expense,2026-04-17,08:33:39,2026-04-17 08:33:39,8404.44,INR,-8404.44,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2053 | Hobbies | 8404.44,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2053,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-2053 | Hobbies | 8404.44,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
2054,MTR-IOS-2054,Group,Shared Living,Shared Living,Utilities,Expense,2026-05-09,11:26:32,2026-05-09 11:26:32,6095.17,INR,-6095.17,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-SHARED_LIVING-2054 | Utilities | 6095.17,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2054,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-IOS-GROUP-SHARED_LIVING-2054 | Utilities | 6095.17,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2055,MTR-IOS-2055,Business,Business,Business Runway,Investment,Income,2026-03-09,08:32:44,2026-03-09 08:32:44,10087.13,INR,10087.13,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2055 | Investment | 10087.13,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2055,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2055 | Investment | 10087.13,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
2056,MTR-IOS-2056,Personal,Personal,Relationships,Gifts,Expense,2026-03-12,09:26:41,2026-03-12 09:26:41,5377.68,INR,-5377.68,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2056 | Gifts | 5377.68,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2056,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2056 | Gifts | 5377.68,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2057,MTR-IOS-2057,Group,Shared Living,Shared Living,Groceries,Expense,2026-07-09,17:59:52,2026-07-09 17:59:52,3275.88,INR,-3275.88,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-SHARED_LIVING-2057 | Groceries | 3275.88,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2057,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-IOS-GROUP-SHARED_LIVING-2057 | Groceries | 3275.88,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2058,MTR-IOS-2058,Business,Business,Business Operations,Software,Expense,2026-05-11,07:41:17,2026-05-11 07:41:17,125390.43,INR,-125390.43,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2058 | Software | 125390.43,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2058,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2058 | Software | 125390.43,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2059,MTR-IOS-2059,Personal,Personal,Relationships,Dates,Expense,2025-11-25,03:01:41,2025-11-25 03:01:41,14930.6,INR,-14930.6,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2059 | Dates | 14930.60,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2059,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2059 | Dates | 14930.60,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2060,MTR-IOS-2060,Group,Shared Living,Shared Living,Maintenance,Expense,2026-02-06,16:22:08,2026-02-06 16:22:08,2637.65,INR,-2637.65,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-SHARED_LIVING-2060 | Maintenance | 2637.65,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2060,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Maintenance,MAESTRO-IOS-GROUP-SHARED_LIVING-2060 | Maintenance | 2637.65,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2061,MTR-IOS-2061,Business,Business,Business Operations,Rent,Expense,2025-12-24,11:23:53,2025-12-24 11:23:53,111844.67,INR,-111844.67,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2061 | Rent | 111844.67,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2061,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2061 | Rent | 111844.67,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2062,MTR-IOS-2062,Personal,Personal,Relationships,Family,Expense,2025-12-24,02:40:44,2025-12-24 02:40:44,2318.76,INR,-2318.76,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2062 | Family | 2318.76,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2062,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2062 | Family | 2318.76,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2063,MTR-IOS-2063,Group,Shared Living,Shared Living,Other,Expense,2025-10-08,05:21:35,2025-10-08 05:21:35,4785.65,INR,-4785.65,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-SHARED_LIVING-2063 | Other | 4785.65,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2063,ios,G11,CO_LIVING,Expense,G11:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-SHARED_LIVING-2063 | Other | 4785.65,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2064,MTR-IOS-2064,Business,Business,Business Operations,Marketing,Expense,2025-11-11,18:21:51,2025-11-11 18:21:51,148929.98,INR,-148929.98,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2064 | Marketing | 148929.98,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2064,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2064 | Marketing | 148929.98,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2065,MTR-IOS-2065,Personal,Personal,Relationships,Friends,Expense,2026-05-10,04:14:19,2026-05-10 04:14:19,4272.48,INR,-4272.48,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2065 | Friends | 4272.48,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2065,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2065 | Friends | 4272.48,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2066,MTR-IOS-2066,Group,Shared Living,Family Household,Groceries,Expense,2026-06-27,11:07:00,2026-06-27 11:07:00,14357.86,INR,-14357.86,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2066 | Groceries | 14357.86,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2066,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Groceries,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2066 | Groceries | 14357.86,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2067,MTR-IOS-2067,Business,Business,Business Operations,Legal,Expense,2025-12-19,14:12:11,2025-12-19 14:12:11,116968.65,INR,-116968.65,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2067 | Legal | 116968.65,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2067,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2067 | Legal | 116968.65,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2068,MTR-IOS-2068,Personal,Personal,Relationships,Celebrations,Expense,2026-05-14,12:10:18,2026-05-14 12:10:18,15998.96,INR,-15998.96,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2068 | Celebrations | 15998.96,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2068,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2068 | Celebrations | 15998.96,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
2069,MTR-IOS-2069,Group,Shared Living,Family Household,Bills,Expense,2026-02-15,06:53:41,2026-02-15 06:53:41,9001.91,INR,-9001.91,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2069 | Bills | 9001.91,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2069,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Bills,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2069 | Bills | 9001.91,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2070,MTR-IOS-2070,Business,Business,Business Operations,Accounting,Expense,2025-10-01,13:48:10,2025-10-01 13:48:10,91510.35,INR,-91510.35,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2070 | Accounting | 91510.35,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2070,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2070 | Accounting | 91510.35,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2071,MTR-IOS-2071,Personal,Personal,Life Operations,Groceries,Expense,2026-07-13,13:35:27,2026-07-13 13:35:27,3437.87,INR,-3437.87,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2071 | Groceries | 3437.87,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2071,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2071 | Groceries | 3437.87,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2072,MTR-IOS-2072,Group,Shared Living,Family Household,School,Expense,2026-03-08,13:22:25,2026-03-08 13:22:25,99.99,INR,-99.99,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2072 | School | 99.99,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2072,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,School,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2072 | School | 99.99,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2073,MTR-IOS-2073,Business,Business,Business Operations,Equipment,Expense,2025-09-07,03:48:43,2025-09-07 03:48:43,97818.91,INR,-97818.91,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2073 | Equipment | 97818.91,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2073,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2073 | Equipment | 97818.91,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2074,MTR-IOS-2074,Personal,Personal,Life Operations,Rent,Expense,2026-04-13,12:09:28,2026-04-13 12:09:28,11014.61,INR,-11014.61,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2074 | Rent | 11014.61,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2074,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2074 | Rent | 11014.61,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2075,MTR-IOS-2075,Group,Shared Living,Family Household,Healthcare,Expense,2025-10-15,18:55:40,2025-10-15 18:55:40,8018.12,INR,-8018.12,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2075 | Healthcare | 8018.12,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2075,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Healthcare,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2075 | Healthcare | 8018.12,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2076,MTR-IOS-2076,Business,Business,Business Operations,Vendor,Expense,2026-01-08,06:04:38,2026-01-08 06:04:38,6344.71,INR,-6344.71,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2076 | Vendor | 6344.71,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2076,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2076 | Vendor | 6344.71,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2077,MTR-IOS-2077,Personal,Personal,Life Operations,Bills,Expense,2026-02-18,20:55:54,2026-02-18 20:55:54,8012.98,INR,-8012.98,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2077 | Bills | 8012.98,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2077,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2077 | Bills | 8012.98,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2078,MTR-IOS-2078,Group,Shared Living,Family Household,Home,Expense,2025-10-31,07:36:26,2025-10-31 07:36:26,20003.98,INR,-20003.98,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2078 | Home | 20003.98,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2078,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Home,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2078 | Home | 20003.98,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2079,MTR-IOS-2079,Business,Business,Business Operations,Tax,Expense,2026-07-29,17:38:05,2026-07-29 17:38:05,136554.52,INR,-136554.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2079 | Tax | 136554.52,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2079,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2079 | Tax | 136554.52,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
2080,MTR-IOS-2080,Personal,Personal,Life Operations,Transport,Expense,2026-01-15,08:56:04,2026-01-15 08:56:04,11147.79,INR,-11147.79,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2080 | Transport | 11147.79,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2080,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2080 | Transport | 11147.79,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2081,MTR-IOS-2081,Group,Shared Living,Family Household,Other,Expense,2025-09-06,00:25:34,2025-09-06 00:25:34,26923.31,INR,-26923.31,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2081 | Other | 26923.31,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2081,ios,G10,FAMILY_HOUSEHOLD,Expense,G10:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Other,MAESTRO-IOS-GROUP-FAMILY_HOUSEHOLD-2081 | Other | 26923.31,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2082,MTR-IOS-2082,Business,Business,Team Operations,Payroll,Expense,2026-08-01,21:01:58,2026-08-01 21:01:58,26568.21,INR,-26568.21,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2082 | Payroll | 26568.21,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2082,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2082 | Payroll | 26568.21,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2083,MTR-IOS-2083,Personal,Personal,Life Operations,Healthcare,Expense,2026-08-20,10:54:24,2026-08-20 10:54:24,3704.93,INR,-3704.93,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2083 | Healthcare | 3704.93,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2083,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2083 | Healthcare | 3704.93,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2084,MTR-IOS-2084,Group,Shared Living,Custom Living,Custom Expense,Expense,2026-03-13,02:50:14,2026-03-13 02:50:14,24096.38,INR,-24096.38,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-CUSTOM_LIVING-2084 | Custom Expense | 24096.38,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2084,ios,G12,COMMUNITY_LIVING,Expense,G12:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_LIVING-2084 | Custom Expense | 24096.38,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
2085,MTR-IOS-2085,Business,Business,Team Operations,Contractor,Expense,2026-08-22,18:23:20,2026-08-22 18:23:20,70819.52,INR,-70819.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2085 | Contractor | 70819.52,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2085,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2085 | Contractor | 70819.52,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
2086,MTR-IOS-2086,Personal,Personal,Life Operations,Subscriptions,Expense,2026-06-21,17:13:36,2026-06-21 17:13:36,15148.36,INR,-15148.36,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2086 | Subscriptions | 15148.36,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2086,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2086 | Subscriptions | 15148.36,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
2087,MTR-IOS-2087,Group,Shared Living,Custom Living,Custom Contribution,Contribution,2026-03-12,00:07:31,2026-03-12 00:07:31,17377.04,INR,17377.04,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-CUSTOM_LIVING-2087 | Custom Contribution | 17377.04,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2087,ios,G12,COMMUNITY_LIVING,Contribute,G12:Contribute,,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.shares,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_LIVING-2087 | Custom Contribution | 17377.04,SKIP_CAPABILITY_GAP,Custom Living hub has no Contribution tile (same as Family Household)
2088,MTR-IOS-2088,Business,Business,Team Operations,Hiring,Expense,2026-06-24,09:17:59,2026-06-24 09:17:59,144135.97,INR,-144135.97,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2088 | Hiring | 144135.97,iPhone,B42,RAMP_1501_2500,CREATED,idem-20260902-ios-2088,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2088 | Hiring | 144135.97,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
