Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
3,MTR-IOS-0003,Business,Business,Team Operations,Payroll,Expense,2026-04-19,12:08:42,2026-04-19 12:08:42,57453.63,INR,-57453.63,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0003,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0003 | Payroll | 57453.63,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1509,MTR-IOS-1509,Business,Business,Business Operations,Vendor,Expense,2026-06-06,23:00:56,2026-06-06 23:00:56,89707.71,INR,-89707.71,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1509 | Vendor | 89707.71,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1509,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1509 | Vendor | 89707.71,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1512,MTR-IOS-1512,Business,Business,Business Operations,Tax,Expense,2026-07-10,06:58:52,2026-07-10 06:58:52,120386.41,INR,-120386.41,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1512 | Tax | 120386.41,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1512,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1512 | Tax | 120386.41,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1515,MTR-IOS-1515,Business,Business,Team Operations,Payroll,Expense,2025-10-10,12:30:51,2025-10-10 12:30:51,121929.55,INR,-121929.55,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1515 | Payroll | 121929.55,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1515,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1515 | Payroll | 121929.55,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1518,MTR-IOS-1518,Business,Business,Team Operations,Contractor,Expense,2026-08-02,22:07:21,2026-08-02 22:07:21,4650.54,INR,-4650.54,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1518 | Contractor | 4650.54,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1518,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1518 | Contractor | 4650.54,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1521,MTR-IOS-1521,Business,Business,Team Operations,Hiring,Expense,2025-11-17,17:01:14,2025-11-17 17:01:14,149665.94,INR,-149665.94,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1521 | Hiring | 149665.94,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1521,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1521 | Hiring | 149665.94,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1524,MTR-IOS-1524,Business,Business,Team Operations,Team Meal,Expense,2025-11-07,04:13:04,2025-11-07 04:13:04,99256.64,INR,-99256.64,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1524 | Team Meal | 99256.64,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1524,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1524 | Team Meal | 99256.64,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1527,MTR-IOS-1527,Business,Business,Team Operations,Travel,Expense,2026-05-03,16:49:36,2026-05-03 16:49:36,71029.71,INR,-71029.71,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1527 | Travel | 71029.71,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1527,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1527 | Travel | 71029.71,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1530,MTR-IOS-1530,Business,Business,Team Operations,Training,Expense,2026-05-19,21:22:44,2026-05-19 21:22:44,59647.42,INR,-59647.42,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1530 | Training | 59647.42,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1530,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1530 | Training | 59647.42,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1533,MTR-IOS-1533,Business,Business,Team Operations,Tools,Expense,2026-07-05,07:06:24,2026-07-05 07:06:24,21068.0,INR,-21068.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1533 | Tools | 21068.00,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1533,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1533 | Tools | 21068.00,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1536,MTR-IOS-1536,Business,Business,Business Runway,Funding,Income,2026-07-05,18:19:16,2026-07-05 18:19:16,11878.23,INR,11878.23,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1536 | Funding | 11878.23,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1536,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1536 | Funding | 11878.23,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1539,MTR-IOS-1539,Business,Business,Business Runway,Revenue,Income,2026-02-26,13:25:18,2026-02-26 13:25:18,73202.33,INR,73202.33,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1539 | Revenue | 73202.33,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1539,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1539 | Revenue | 73202.33,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1542,MTR-IOS-1542,Business,Business,Business Runway,Burn,Expense,2026-05-10,01:49:53,2026-05-10 01:49:53,105717.55,INR,-105717.55,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1542 | Burn | 105717.55,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1542,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1542 | Burn | 105717.55,JOINED,Runway Log Expense
1545,MTR-IOS-1545,Business,Business,Business Runway,Reserve,Transfer,2026-08-15,07:41:32,2026-08-15 07:41:32,69342.02,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1545 | Reserve | 69342.02,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1545,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1545 | Reserve | 69342.02,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
1548,MTR-IOS-1548,Business,Business,Business Runway,Loan,Income,2026-08-06,03:47:49,2026-08-06 03:47:49,137688.86,INR,137688.86,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1548 | Loan | 137688.86,iPhone,B31,RAMP_1501_2500,CREATED,idem-20260902-ios-1548,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1548 | Loan | 137688.86,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1551,MTR-IOS-1551,Business,Business,Business Runway,Investment,Income,2026-03-02,10:42:30,2026-03-02 10:42:30,88222.16,INR,88222.16,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1551 | Investment | 88222.16,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1551,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1551 | Investment | 88222.16,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1554,MTR-IOS-1554,Business,Business,Business Operations,Software,Expense,2026-05-02,07:35:13,2026-05-02 07:35:13,0.01,INR,-0.01,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1554 | Software | 0.01,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1554,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1554 | Software | 0.01,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1557,MTR-IOS-1557,Business,Business,Business Operations,Rent,Expense,2026-02-28,00:09:57,2026-02-28 00:09:57,42698.04,INR,-42698.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1557 | Rent | 42698.04,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1557,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1557 | Rent | 42698.04,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1560,MTR-IOS-1560,Business,Business,Business Operations,Marketing,Expense,2025-11-23,10:17:10,2025-11-23 10:17:10,148616.89,INR,-148616.89,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1560 | Marketing | 148616.89,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1560,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1560 | Marketing | 148616.89,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1563,MTR-IOS-1563,Business,Business,Business Operations,Legal,Expense,2026-01-13,11:41:02,2026-01-13 11:41:02,128868.51,INR,-128868.51,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1563 | Legal | 128868.51,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1563,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1563 | Legal | 128868.51,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1566,MTR-IOS-1566,Business,Business,Business Operations,Accounting,Expense,2026-09-01,14:10:11,2026-09-01 14:10:11,42614.2,INR,-42614.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1566 | Accounting | 42614.20,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1566,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1566 | Accounting | 42614.20,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1569,MTR-IOS-1569,Business,Business,Business Operations,Equipment,Expense,2026-08-07,14:51:18,2026-08-07 14:51:18,67356.68,INR,-67356.68,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1569 | Equipment | 67356.68,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1569,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1569 | Equipment | 67356.68,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1572,MTR-IOS-1572,Business,Business,Business Operations,Vendor,Expense,2026-08-19,18:25:21,2026-08-19 18:25:21,129393.08,INR,-129393.08,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1572 | Vendor | 129393.08,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1572,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1572 | Vendor | 129393.08,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1575,MTR-IOS-1575,Business,Business,Business Operations,Tax,Expense,2025-09-04,13:28:09,2025-09-04 13:28:09,140539.02,INR,-140539.02,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1575 | Tax | 140539.02,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1575,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1575 | Tax | 140539.02,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1578,MTR-IOS-1578,Business,Business,Team Operations,Payroll,Expense,2025-10-04,04:11:21,2025-10-04 04:11:21,164177.45,INR,-164177.45,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1578 | Payroll | 164177.45,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1578,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Payroll,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1578 | Payroll | 164177.45,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1581,MTR-IOS-1581,Business,Business,Team Operations,Contractor,Expense,2026-07-18,15:39:55,2026-07-18 15:39:55,96399.27,INR,-96399.27,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1581 | Contractor | 96399.27,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1581,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Contractor,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1581 | Contractor | 96399.27,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1584,MTR-IOS-1584,Business,Business,Team Operations,Hiring,Expense,2026-03-17,13:22:18,2026-03-17 13:22:18,8891.9,INR,-8891.9,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1584 | Hiring | 8891.90,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1584,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Hiring,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1584 | Hiring | 8891.90,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1587,MTR-IOS-1587,Business,Business,Team Operations,Team Meal,Expense,2026-07-08,14:29:15,2026-07-08 14:29:15,78137.04,INR,-78137.04,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1587 | Team Meal | 78137.04,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1587,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Team Meal,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1587 | Team Meal | 78137.04,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1590,MTR-IOS-1590,Business,Business,Team Operations,Travel,Expense,2026-02-02,23:13:54,2026-02-02 23:13:54,12129.73,INR,-12129.73,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1590 | Travel | 12129.73,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1590,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Travel,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1590 | Travel | 12129.73,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1593,MTR-IOS-1593,Business,Business,Team Operations,Training,Expense,2026-03-07,00:37:11,2026-03-07 00:37:11,133076.47,INR,-133076.47,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1593 | Training | 133076.47,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1593,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Training,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1593 | Training | 133076.47,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1596,MTR-IOS-1596,Business,Business,Team Operations,Tools,Expense,2026-05-22,04:14:30,2026-05-22 04:14:30,159282.53,INR,-159282.53,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1596 | Tools | 159282.53,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1596,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-1596 | Tools | 159282.53,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
1599,MTR-IOS-1599,Business,Business,Business Runway,Funding,Income,2025-11-18,06:00:08,2025-11-18 06:00:08,127627.36,INR,127627.36,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1599 | Funding | 127627.36,iPhone,B32,RAMP_1501_2500,CREATED,idem-20260902-ios-1599,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1599 | Funding | 127627.36,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1602,MTR-IOS-1602,Business,Business,Business Runway,Revenue,Income,2026-02-03,05:57:17,2026-02-03 05:57:17,78033.42,INR,78033.42,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1602 | Revenue | 78033.42,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1602,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1602 | Revenue | 78033.42,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1605,MTR-IOS-1605,Business,Business,Business Runway,Burn,Expense,2026-06-06,08:28:38,2026-06-06 08:28:38,36009.52,INR,-36009.52,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1605 | Burn | 36009.52,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1605,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1605 | Burn | 36009.52,JOINED,Runway Log Expense
1608,MTR-IOS-1608,Business,Business,Business Runway,Reserve,Transfer,2025-12-14,06:13:35,2025-12-14 06:13:35,116245.32,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1608 | Reserve | 116245.32,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1608,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1608 | Reserve | 116245.32,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
1611,MTR-IOS-1611,Business,Business,Business Runway,Loan,Income,2026-08-25,15:47:31,2026-08-25 15:47:31,53077.7,INR,53077.7,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1611 | Loan | 53077.70,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1611,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1611 | Loan | 53077.70,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1614,MTR-IOS-1614,Business,Business,Business Runway,Investment,Income,2026-05-08,09:04:05,2026-05-08 09:04:05,48719.55,INR,48719.55,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1614 | Investment | 48719.55,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1614,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-1614 | Investment | 48719.55,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
1617,MTR-IOS-1617,Business,Business,Business Operations,Software,Expense,2026-04-04,01:13:34,2026-04-04 01:13:34,80884.12,INR,-80884.12,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1617 | Software | 80884.12,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1617,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1617 | Software | 80884.12,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1620,MTR-IOS-1620,Business,Business,Business Operations,Rent,Expense,2026-04-14,17:49:54,2026-04-14 17:49:54,24617.82,INR,-24617.82,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1620 | Rent | 24617.82,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1620,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1620 | Rent | 24617.82,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1623,MTR-IOS-1623,Business,Business,Business Operations,Marketing,Expense,2026-08-20,08:12:48,2026-08-20 08:12:48,54497.26,INR,-54497.26,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1623 | Marketing | 54497.26,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1623,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1623 | Marketing | 54497.26,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1626,MTR-IOS-1626,Business,Business,Business Operations,Legal,Expense,2026-07-24,20:59:40,2026-07-24 20:59:40,27390.23,INR,-27390.23,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1626 | Legal | 27390.23,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1626,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1626 | Legal | 27390.23,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
1629,MTR-IOS-1629,Business,Business,Business Operations,Accounting,Expense,2025-11-15,10:06:32,2025-11-15 10:06:32,154139.79,INR,-154139.79,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1629 | Accounting | 154139.79,iPhone,B33,RAMP_1501_2500,CREATED,idem-20260902-ios-1629,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-1629 | Accounting | 154139.79,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
