Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1858,MTR-IOS-1858,Personal,Personal,Relationships,Friends,Expense,2026-04-06,23:55:45,2026-04-06 23:55:45,1559.84,INR,-1559.84,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1858 | Friends | 1559.84,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1858,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1858 | Friends | 1559.84,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1861,MTR-IOS-1861,Personal,Personal,Relationships,Celebrations,Expense,2026-05-04,04:53:35,2026-05-04 04:53:35,1768.88,INR,-1768.88,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1861 | Celebrations | 1768.88,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1861,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1861 | Celebrations | 1768.88,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1864,MTR-IOS-1864,Personal,Personal,Life Operations,Groceries,Expense,2025-11-06,17:47:40,2025-11-06 17:47:40,10905.23,INR,-10905.23,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1864 | Groceries | 10905.23,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1864,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1864 | Groceries | 10905.23,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1867,MTR-IOS-1867,Personal,Personal,Life Operations,Rent,Expense,2025-09-15,01:23:39,2025-09-15 01:23:39,11811.31,INR,-11811.31,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1867 | Rent | 11811.31,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1867,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1867 | Rent | 11811.31,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1870,MTR-IOS-1870,Personal,Personal,Life Operations,Bills,Expense,2025-12-07,03:37:45,2025-12-07 03:37:45,7093.88,INR,-7093.88,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1870 | Bills | 7093.88,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1870,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1870 | Bills | 7093.88,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1873,MTR-IOS-1873,Personal,Personal,Life Operations,Transport,Expense,2026-03-29,18:56:00,2026-03-29 18:56:00,14776.74,INR,-14776.74,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1873 | Transport | 14776.74,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1873,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1873 | Transport | 14776.74,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1876,MTR-IOS-1876,Personal,Personal,Life Operations,Healthcare,Expense,2026-04-02,02:04:33,2026-04-02 02:04:33,10794.2,INR,-10794.2,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1876 | Healthcare | 10794.20,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1876,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1876 | Healthcare | 10794.20,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1879,MTR-IOS-1879,Personal,Personal,Life Operations,Subscriptions,Expense,2025-10-27,03:46:50,2025-10-27 03:46:50,2799.65,INR,-2799.65,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1879 | Subscriptions | 2799.65,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1879,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1879 | Subscriptions | 2799.65,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1882,MTR-IOS-1882,Personal,Personal,Life Operations,Repairs,Expense,2025-12-28,12:08:41,2025-12-28 12:08:41,2939.76,INR,-2939.76,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1882 | Repairs | 2939.76,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1882,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1882 | Repairs | 2939.76,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1885,MTR-IOS-1885,Personal,Personal,Future Building,Savings,Transfer,2025-09-16,04:03:16,2025-09-16 04:03:16,11953.62,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1885 | Savings | 11953.62,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1885,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1885 | Savings | 11953.62,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1888,MTR-IOS-1888,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-04-08,20:08:45,2026-04-08 20:08:45,12250.05,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1888 | Emergency Fund | 12250.05,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1888,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1888 | Emergency Fund | 12250.05,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1891,MTR-IOS-1891,Personal,Personal,Future Building,Investments,Investment,2026-05-02,19:53:21,2026-05-02 19:53:21,7748.8,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1891 | Investments | 7748.80,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1891,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1891 | Investments | 7748.80,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
1894,MTR-IOS-1894,Personal,Personal,Future Building,Education,Expense,2026-04-12,21:34:06,2026-04-12 21:34:06,3582.85,INR,-3582.85,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1894 | Education | 3582.85,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1894,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1894 | Education | 3582.85,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
1897,MTR-IOS-1897,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-10-17,05:45:26,2025-10-17 05:45:26,17381.14,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1897 | Goal Contribution | 17381.14,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1897,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1897 | Goal Contribution | 17381.14,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1900,MTR-IOS-1900,Personal,Personal,Lifestyle,Dining,Expense,2026-07-22,04:09:05,2026-07-22 04:09:05,6944.64,INR,-6944.64,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1900 | Dining | 6944.64,iPhone,B38,RAMP_1501_2500,CREATED,idem-20260902-ios-1900,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-1900 | Dining | 6944.64,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1903,MTR-IOS-1903,Personal,Personal,Lifestyle,Shopping,Expense,2026-07-31,14:30:43,2026-07-31 14:30:43,9122.7,INR,-9122.7,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1903 | Shopping | 9122.70,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1903,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-1903 | Shopping | 9122.70,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1906,MTR-IOS-1906,Personal,Personal,Lifestyle,Entertainment,Expense,2026-02-15,13:34:01,2026-02-15 13:34:01,1509.76,INR,-1509.76,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1906 | Entertainment | 1509.76,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1906,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-1906 | Entertainment | 1509.76,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1909,MTR-IOS-1909,Personal,Personal,Lifestyle,Travel,Expense,2025-11-15,05:52:23,2025-11-15 05:52:23,6430.31,INR,-6430.31,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1909 | Travel | 6430.31,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1909,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-1909 | Travel | 6430.31,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1912,MTR-IOS-1912,Personal,Personal,Lifestyle,Fitness,Expense,2026-01-25,10:27:30,2026-01-25 10:27:30,121.26,INR,-121.26,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1912 | Fitness | 121.26,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1912,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-1912 | Fitness | 121.26,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1915,MTR-IOS-1915,Personal,Personal,Lifestyle,Hobbies,Expense,2025-09-28,13:02:31,2025-09-28 13:02:31,10705.2,INR,-10705.2,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1915 | Hobbies | 10705.20,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1915,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-1915 | Hobbies | 10705.20,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1918,MTR-IOS-1918,Personal,Personal,Relationships,Gifts,Expense,2026-05-01,06:35:09,2026-05-01 06:35:09,9794.56,INR,-9794.56,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1918 | Gifts | 9794.56,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1918,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1918 | Gifts | 9794.56,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1921,MTR-IOS-1921,Personal,Personal,Relationships,Dates,Expense,2025-12-22,00:37:13,2025-12-22 00:37:13,8605.55,INR,-8605.55,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1921 | Dates | 8605.55,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1921,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Dates,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1921 | Dates | 8605.55,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1924,MTR-IOS-1924,Personal,Personal,Relationships,Family,Expense,2026-07-31,07:31:39,2026-07-31 07:31:39,999.99,INR,-999.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1924 | Family | 999.99,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1924,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Family,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1924 | Family | 999.99,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1927,MTR-IOS-1927,Personal,Personal,Relationships,Friends,Expense,2026-04-15,15:51:41,2026-04-15 15:51:41,1643.81,INR,-1643.81,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1927 | Friends | 1643.81,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1927,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Friends,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1927 | Friends | 1643.81,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1930,MTR-IOS-1930,Personal,Personal,Relationships,Celebrations,Expense,2025-10-24,13:48:48,2025-10-24 13:48:48,10020.81,INR,-10020.81,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1930 | Celebrations | 10020.81,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1930,ios,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Celebrations,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-1930 | Celebrations | 10020.81,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
1933,MTR-IOS-1933,Personal,Personal,Life Operations,Groceries,Expense,2025-12-30,20:16:52,2025-12-30 20:16:52,17690.08,INR,-17690.08,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1933 | Groceries | 17690.08,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1933,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1933 | Groceries | 17690.08,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1936,MTR-IOS-1936,Personal,Personal,Life Operations,Rent,Expense,2026-02-23,21:35:09,2026-02-23 21:35:09,3186.31,INR,-3186.31,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1936 | Rent | 3186.31,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1936,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Rent,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1936 | Rent | 3186.31,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1939,MTR-IOS-1939,Personal,Personal,Life Operations,Bills,Expense,2026-01-18,18:42:41,2026-01-18 18:42:41,63.17,INR,-63.17,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1939 | Bills | 63.17,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1939,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Bills,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1939 | Bills | 63.17,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1942,MTR-IOS-1942,Personal,Personal,Life Operations,Transport,Expense,2026-03-07,04:59:14,2026-03-07 04:59:14,9340.97,INR,-9340.97,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1942 | Transport | 9340.97,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1942,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Transport,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1942 | Transport | 9340.97,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1945,MTR-IOS-1945,Personal,Personal,Life Operations,Healthcare,Expense,2026-08-09,20:35:06,2026-08-09 20:35:06,13307.27,INR,-13307.27,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1945 | Healthcare | 13307.27,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1945,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Healthcare,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1945 | Healthcare | 13307.27,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1948,MTR-IOS-1948,Personal,Personal,Life Operations,Subscriptions,Expense,2026-02-18,15:43:45,2026-02-18 15:43:45,17485.45,INR,-17485.45,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1948 | Subscriptions | 17485.45,iPhone,B39,RAMP_1501_2500,CREATED,idem-20260902-ios-1948,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1948 | Subscriptions | 17485.45,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1951,MTR-IOS-1951,Personal,Personal,Life Operations,Repairs,Expense,2025-09-07,07:53:14,2025-09-07 07:53:14,9064.17,INR,-9064.17,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1951 | Repairs | 9064.17,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1951,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-1951 | Repairs | 9064.17,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
1954,MTR-IOS-1954,Personal,Personal,Future Building,Savings,Transfer,2026-05-20,23:48:49,2026-05-20 23:48:49,9455.22,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1954 | Savings | 9455.22,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1954,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1954 | Savings | 9455.22,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1957,MTR-IOS-1957,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-02-01,03:20:36,2026-02-01 03:20:36,13469.09,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1957 | Emergency Fund | 13469.09,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1957,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1957 | Emergency Fund | 13469.09,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1960,MTR-IOS-1960,Personal,Personal,Future Building,Investments,Investment,2026-08-01,19:21:32,2026-08-01 19:21:32,15892.32,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1960 | Investments | 15892.32,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1960,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1960 | Investments | 15892.32,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
1963,MTR-IOS-1963,Personal,Personal,Future Building,Education,Expense,2026-01-26,18:39:22,2026-01-26 18:39:22,4273.13,INR,-4273.13,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1963 | Education | 4273.13,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1963,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1963 | Education | 4273.13,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
1966,MTR-IOS-1966,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-09-13,13:45:55,2025-09-13 13:45:55,2105.03,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1966 | Goal Contribution | 2105.03,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1966,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-1966 | Goal Contribution | 2105.03,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
1969,MTR-IOS-1969,Personal,Personal,Lifestyle,Dining,Expense,2026-01-10,12:08:17,2026-01-10 12:08:17,1109.15,INR,-1109.15,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1969 | Dining | 1109.15,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1969,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-1969 | Dining | 1109.15,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1972,MTR-IOS-1972,Personal,Personal,Lifestyle,Shopping,Expense,2026-07-23,16:49:15,2026-07-23 16:49:15,3384.39,INR,-3384.39,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1972 | Shopping | 3384.39,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1972,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-1972 | Shopping | 3384.39,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1975,MTR-IOS-1975,Personal,Personal,Lifestyle,Entertainment,Expense,2026-01-27,02:09:45,2026-01-27 02:09:45,6783.49,INR,-6783.49,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1975 | Entertainment | 6783.49,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1975,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-1975 | Entertainment | 6783.49,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
1978,MTR-IOS-1978,Personal,Personal,Lifestyle,Travel,Expense,2025-09-23,03:23:38,2025-09-23 03:23:38,7291.3,INR,-7291.3,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-1978 | Travel | 7291.30,iPhone,B40,RAMP_1501_2500,CREATED,idem-20260902-ios-1978,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-1978 | Travel | 7291.30,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
