Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001
2115,MTR-IOS-2115,Business,Business,Business Runway,Loan,Income,2025-10-31,07:56:06,2025-10-31 07:56:06,120319.85,INR,120319.85,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2115 | Loan | 120319.85,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2115
2116,MTR-IOS-2116,Personal,Personal,Lifestyle,Travel,Expense,2026-07-03,18:11:06,2026-07-03 18:11:06,5693.97,INR,-5693.97,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2116 | Travel | 5693.97,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2116
2117,MTR-IOS-2117,Group,Shared Experience,Wedding,Decor,Expense,2025-11-19,02:27:44,2025-11-19 02:27:44,17636.07,INR,-17636.07,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-2117 | Decor | 17636.07,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2117
2118,MTR-IOS-2118,Business,Business,Business Runway,Investment,Income,2025-12-31,17:35:47,2025-12-31 17:35:47,19609.27,INR,19609.27,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2118 | Investment | 19609.27,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2118
2119,MTR-IOS-2119,Personal,Personal,Lifestyle,Fitness,Expense,2025-11-11,18:47:38,2025-11-11 18:47:38,1185.76,INR,-1185.76,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2119 | Fitness | 1185.76,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2119
2120,MTR-IOS-2120,Group,Shared Experience,Wedding,Travel,Expense,2026-03-12,21:46:39,2026-03-12 21:46:39,19747.52,INR,-19747.52,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-WEDDING-2120 | Travel | 19747.52,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2120
2121,MTR-IOS-2121,Business,Business,Business Operations,Software,Expense,2026-07-27,21:50:54,2026-07-27 21:50:54,105455.84,INR,-105455.84,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2121 | Software | 105455.84,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2121
2122,MTR-IOS-2122,Personal,Personal,Lifestyle,Hobbies,Expense,2026-02-26,22:28:58,2026-02-26 22:28:58,14854.08,INR,-14854.08,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2122 | Hobbies | 14854.08,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2122
2123,MTR-IOS-2123,Group,Shared Experience,Wedding,Gifts,Expense,2025-11-09,06:15:19,2025-11-09 06:15:19,26318.36,INR,-26318.36,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-WEDDING-2123 | Gifts | 26318.36,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2123
2124,MTR-IOS-2124,Business,Business,Business Operations,Rent,Expense,2026-06-27,01:29:14,2026-06-27 01:29:14,5352.17,INR,-5352.17,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2124 | Rent | 5352.17,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2124
2125,MTR-IOS-2125,Personal,Personal,Relationships,Gifts,Expense,2025-11-22,10:56:05,2025-11-22 10:56:05,13997.04,INR,-13997.04,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2125 | Gifts | 13997.04,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2125
2126,MTR-IOS-2126,Group,Shared Experience,Wedding,Photography,Expense,2026-08-09,09:55:02,2026-08-09 09:55:02,16683.61,INR,-16683.61,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-WEDDING-2126 | Photography | 16683.61,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2126
2127,MTR-IOS-2127,Business,Business,Business Operations,Marketing,Expense,2025-10-04,23:13:00,2025-10-04 23:13:00,135544.78,INR,-135544.78,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2127 | Marketing | 135544.78,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2127
2128,MTR-IOS-2128,Personal,Personal,Relationships,Dates,Expense,2026-02-11,07:37:58,2026-02-11 07:37:58,2053.87,INR,-2053.87,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2128 | Dates | 2053.87,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2128
2129,MTR-IOS-2129,Group,Shared Experience,Wedding,Other,Expense,2025-12-22,17:52:02,2025-12-22 17:52:02,18120.07,INR,-18120.07,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-WEDDING-2129 | Other | 18120.07,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2129
2130,MTR-IOS-2130,Business,Business,Business Operations,Legal,Expense,2025-09-17,20:16:08,2025-09-17 20:16:08,32666.37,INR,-32666.37,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2130 | Legal | 32666.37,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2130
2131,MTR-IOS-2131,Personal,Personal,Relationships,Family,Expense,2026-07-02,09:37:45,2026-07-02 09:37:45,12761.83,INR,-12761.83,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2131 | Family | 12761.83,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2131
2132,MTR-IOS-2132,Group,Shared Experience,Office Outing,Food,Expense,2026-01-03,23:01:34,2026-01-03 23:01:34,22241.8,INR,-22241.8,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-2132 | Food | 22241.80,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2132
2133,MTR-IOS-2133,Business,Business,Business Operations,Accounting,Expense,2026-02-11,12:17:13,2026-02-11 12:17:13,75542.43,INR,-75542.43,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2133 | Accounting | 75542.43,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2133
2134,MTR-IOS-2134,Personal,Personal,Relationships,Friends,Expense,2026-03-09,21:56:29,2026-03-09 21:56:29,7296.44,INR,-7296.44,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2134 | Friends | 7296.44,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2134
2135,MTR-IOS-2135,Group,Shared Experience,Office Outing,Travel,Expense,2025-10-25,20:56:57,2025-10-25 20:56:57,6944.63,INR,-6944.63,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-OFFICE_OUTING-2135 | Travel | 6944.63,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2135
2136,MTR-IOS-2136,Business,Business,Business Operations,Equipment,Expense,2025-11-17,21:06:34,2025-11-17 21:06:34,49899.43,INR,-49899.43,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2136 | Equipment | 49899.43,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2136
2137,MTR-IOS-2137,Personal,Personal,Relationships,Celebrations,Expense,2026-01-26,04:30:27,2026-01-26 04:30:27,10381.01,INR,-10381.01,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2137 | Celebrations | 10381.01,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2137
2138,MTR-IOS-2138,Group,Shared Experience,Office Outing,Activities,Expense,2026-02-02,20:53:25,2026-02-02 20:53:25,19403.76,INR,-19403.76,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-OFFICE_OUTING-2138 | Activities | 19403.76,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2138
2139,MTR-IOS-2139,Business,Business,Business Operations,Vendor,Expense,2025-11-26,11:45:28,2025-11-26 11:45:28,119941.7,INR,-119941.7,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2139 | Vendor | 119941.70,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2139
2140,MTR-IOS-2140,Personal,Personal,Life Operations,Groceries,Expense,2026-04-27,12:37:22,2026-04-27 12:37:22,17031.73,INR,-17031.73,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2140 | Groceries | 17031.73,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2140
2141,MTR-IOS-2141,Group,Shared Experience,Office Outing,Venue,Expense,2025-11-18,18:40:15,2025-11-18 18:40:15,26098.37,INR,-26098.37,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-OFFICE_OUTING-2141 | Venue | 26098.37,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2141
2142,MTR-IOS-2142,Business,Business,Business Operations,Tax,Expense,2025-10-01,17:01:09,2025-10-01 17:01:09,3322.75,INR,-3322.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2142 | Tax | 3322.75,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2142
2143,MTR-IOS-2143,Personal,Personal,Life Operations,Rent,Expense,2025-10-26,17:27:22,2025-10-26 17:27:22,12916.42,INR,-12916.42,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2143 | Rent | 12916.42,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2143
2144,MTR-IOS-2144,Group,Shared Experience,Office Outing,Other,Expense,2025-11-07,00:32:57,2025-11-07 00:32:57,10807.79,INR,-10807.79,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-OFFICE_OUTING-2144 | Other | 10807.79,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2144
2145,MTR-IOS-2145,Business,Business,Team Operations,Payroll,Expense,2025-10-23,22:10:24,2025-10-23 22:10:24,20508.51,INR,-20508.51,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2145 | Payroll | 20508.51,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2145
2146,MTR-IOS-2146,Personal,Personal,Life Operations,Bills,Expense,2025-10-04,10:15:43,2025-10-04 10:15:43,999.99,INR,-999.99,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2146 | Bills | 999.99,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2146
2147,MTR-IOS-2147,Group,Shared Experience,House Party,Food,Expense,2025-09-23,11:37:03,2025-09-23 11:37:03,22590.27,INR,-22590.27,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-2147 | Food | 22590.27,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2147
2148,MTR-IOS-2148,Business,Business,Team Operations,Contractor,Expense,2026-07-03,21:46:12,2026-07-03 21:46:12,80583.91,INR,-80583.91,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2148 | Contractor | 80583.91,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2148
2149,MTR-IOS-2149,Personal,Personal,Life Operations,Transport,Expense,2026-05-29,19:51:16,2026-05-29 19:51:16,9243.41,INR,-9243.41,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2149 | Transport | 9243.41,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2149
2150,MTR-IOS-2150,Group,Shared Experience,House Party,Drinks,Expense,2026-06-15,17:29:31,2026-06-15 17:29:31,18589.34,INR,-18589.34,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-HOUSE_PARTY-2150 | Drinks | 18589.34,iPhone,B43,RAMP_1501_2500,CREATED,idem-20260902-ios-2150
2151,MTR-IOS-2151,Business,Business,Team Operations,Hiring,Expense,2026-03-16,18:03:20,2026-03-16 18:03:20,104384.2,INR,-104384.2,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2151 | Hiring | 104384.20,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2151
2152,MTR-IOS-2152,Personal,Personal,Life Operations,Healthcare,Expense,2026-01-31,20:47:01,2026-01-31 20:47:01,9096.22,INR,-9096.22,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2152 | Healthcare | 9096.22,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2152
2153,MTR-IOS-2153,Group,Shared Experience,House Party,Decor,Expense,2025-09-16,09:39:31,2025-09-16 09:39:31,7566.29,INR,-7566.29,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-HOUSE_PARTY-2153 | Decor | 7566.29,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2153
2154,MTR-IOS-2154,Business,Business,Team Operations,Team Meal,Expense,2026-07-14,17:21:18,2026-07-14 17:21:18,86876.3,INR,-86876.3,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2154 | Team Meal | 86876.30,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2154
2155,MTR-IOS-2155,Personal,Personal,Life Operations,Subscriptions,Expense,2026-08-25,12:00:00,2026-08-25 12:00:00,11242.2,INR,-11242.2,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2155 | Subscriptions | 11242.20,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2155
2156,MTR-IOS-2156,Group,Shared Experience,House Party,Supplies,Expense,2026-06-22,19:50:16,2026-06-22 19:50:16,20343.15,INR,-20343.15,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-HOUSE_PARTY-2156 | Supplies | 20343.15,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2156
2157,MTR-IOS-2157,Business,Business,Team Operations,Travel,Expense,2026-08-02,07:18:37,2026-08-02 07:18:37,28058.99,INR,-28058.99,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2157 | Travel | 28058.99,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2157
2158,MTR-IOS-2158,Personal,Personal,Life Operations,Repairs,Expense,2025-11-06,15:37:00,2025-11-06 15:37:00,8276.61,INR,-8276.61,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-2158 | Repairs | 8276.61,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2158
2159,MTR-IOS-2159,Group,Shared Experience,House Party,Other,Expense,2026-02-15,21:03:40,2026-02-15 21:03:40,19743.71,INR,-19743.71,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-HOUSE_PARTY-2159 | Other | 19743.71,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2159
2160,MTR-IOS-2160,Business,Business,Team Operations,Training,Expense,2026-01-26,18:22:43,2026-01-26 18:22:43,54179.91,INR,-54179.91,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2160 | Training | 54179.91,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2160
2161,MTR-IOS-2161,Personal,Personal,Future Building,Savings,Transfer,2026-02-06,13:41:16,2026-02-06 13:41:16,16782.96,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2161 | Savings | 16782.96,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2161
2162,MTR-IOS-2162,Group,Shared Purchase,Gift Pool,Contribution,Contribution,2026-01-21,13:57:21,2026-01-21 13:57:21,25631.33,INR,25631.33,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-GIFT_POOL-2162 | Contribution | 25631.33,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2162
2163,MTR-IOS-2163,Business,Business,Team Operations,Tools,Expense,2026-06-05,14:09:27,2026-06-05 14:09:27,1634.89,INR,-1634.89,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-2163 | Tools | 1634.89,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2163
2164,MTR-IOS-2164,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-08-08,16:18:11,2026-08-08 16:18:11,2769.68,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2164 | Emergency Fund | 2769.68,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2164
2165,MTR-IOS-2165,Group,Shared Purchase,Gift Pool,Gift Purchase,Expense,2026-02-26,05:41:31,2026-02-26 05:41:31,4654.46,INR,-4654.46,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-GIFT_POOL-2165 | Gift Purchase | 4654.46,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2165
2166,MTR-IOS-2166,Business,Business,Business Runway,Funding,Income,2026-07-15,17:19:41,2026-07-15 17:19:41,116069.88,INR,116069.88,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2166 | Funding | 116069.88,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2166
2167,MTR-IOS-2167,Personal,Personal,Future Building,Investments,Investment,2025-12-24,05:37:11,2025-12-24 05:37:11,13940.6,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2167 | Investments | 13940.60,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2167
2168,MTR-IOS-2168,Group,Shared Purchase,Gift Pool,Delivery,Expense,2025-12-22,09:46:33,2025-12-22 09:46:33,105.78,INR,-105.78,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-GIFT_POOL-2168 | Delivery | 105.78,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2168
2169,MTR-IOS-2169,Business,Business,Business Runway,Revenue,Income,2025-10-05,13:09:40,2025-10-05 13:09:40,110769.03,INR,110769.03,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2169 | Revenue | 110769.03,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2169
2170,MTR-IOS-2170,Personal,Personal,Future Building,Education,Expense,2026-07-30,09:15:11,2026-07-30 09:15:11,14678.39,INR,-14678.39,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2170 | Education | 14678.39,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2170
2171,MTR-IOS-2171,Group,Shared Purchase,Gift Pool,Other,Expense,2026-04-10,17:21:42,2026-04-10 17:21:42,23623.64,INR,-23623.64,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-GIFT_POOL-2171 | Other | 23623.64,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2171
2172,MTR-IOS-2172,Business,Business,Business Runway,Burn,Expense,2025-11-25,11:14:56,2025-11-25 11:14:56,151438.81,INR,-151438.81,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2172 | Burn | 151438.81,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2172
2173,MTR-IOS-2173,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-04-07,19:10:27,2026-04-07 19:10:27,9999.66,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-2173 | Goal Contribution | 9999.66,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2173
2174,MTR-IOS-2174,Group,Shared Purchase,Purchase,Item,Expense,2026-04-13,00:31:58,2026-04-13 00:31:58,18906.99,INR,-18906.99,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-PURCHASE-2174 | Item | 18906.99,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2174
2175,MTR-IOS-2175,Business,Business,Business Runway,Reserve,Transfer,2026-07-31,21:40:21,2026-07-31 21:40:21,22340.97,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2175 | Reserve | 22340.97,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2175
2176,MTR-IOS-2176,Personal,Personal,Lifestyle,Dining,Expense,2026-01-29,17:19:10,2026-01-29 17:19:10,1966.24,INR,-1966.24,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2176 | Dining | 1966.24,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2176
2177,MTR-IOS-2177,Group,Shared Purchase,Purchase,Shipping,Expense,2026-07-31,13:52:32,2026-07-31 13:52:32,6741.32,INR,-6741.32,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-PURCHASE-2177 | Shipping | 6741.32,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2177
2178,MTR-IOS-2178,Business,Business,Business Runway,Loan,Income,2026-04-15,14:48:14,2026-04-15 14:48:14,150103.67,INR,150103.67,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2178 | Loan | 150103.67,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2178
2179,MTR-IOS-2179,Personal,Personal,Lifestyle,Shopping,Expense,2026-05-14,20:04:00,2026-05-14 20:04:00,7783.19,INR,-7783.19,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2179 | Shopping | 7783.19,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2179
2180,MTR-IOS-2180,Group,Shared Purchase,Purchase,Tax,Expense,2026-06-24,04:02:01,2026-06-24 04:02:01,752.41,INR,-752.41,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-PURCHASE-2180 | Tax | 752.41,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2180
2181,MTR-IOS-2181,Business,Business,Business Runway,Investment,Income,2026-02-09,04:12:44,2026-02-09 04:12:44,107259.27,INR,107259.27,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-2181 | Investment | 107259.27,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2181
2182,MTR-IOS-2182,Personal,Personal,Lifestyle,Entertainment,Expense,2026-08-04,05:05:34,2026-08-04 05:05:34,1224.29,INR,-1224.29,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2182 | Entertainment | 1224.29,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2182
2183,MTR-IOS-2183,Group,Shared Purchase,Purchase,Other,Expense,2026-06-07,17:25:14,2026-06-07 17:25:14,10000.0,INR,-10000.0,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-PURCHASE-2183 | Other | 10000.00,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2183
2184,MTR-IOS-2184,Business,Business,Business Operations,Software,Expense,2025-10-05,00:21:02,2025-10-05 00:21:02,75603.46,INR,-75603.46,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2184 | Software | 75603.46,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2184
2185,MTR-IOS-2185,Personal,Personal,Lifestyle,Travel,Expense,2026-05-30,12:20:56,2026-05-30 12:20:56,10194.35,INR,-10194.35,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2185 | Travel | 10194.35,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2185
2186,MTR-IOS-2186,Group,Shared Purchase,Assets,Purchase,Expense,2025-10-11,17:58:59,2025-10-11 17:58:59,131.1,INR,-131.1,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-2186 | Purchase | 131.10,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2186
2187,MTR-IOS-2187,Business,Business,Business Operations,Rent,Expense,2026-06-16,06:38:49,2026-06-16 06:38:49,162912.76,INR,-162912.76,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2187 | Rent | 162912.76,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2187
2188,MTR-IOS-2188,Personal,Personal,Lifestyle,Fitness,Expense,2026-02-24,07:43:17,2026-02-24 07:43:17,17544.23,INR,-17544.23,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2188 | Fitness | 17544.23,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2188
2189,MTR-IOS-2189,Group,Shared Purchase,Assets,Maintenance,Expense,2026-06-25,23:57:01,2026-06-25 23:57:01,14475.33,INR,-14475.33,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-ASSETS-2189 | Maintenance | 14475.33,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2189
2190,MTR-IOS-2190,Business,Business,Business Operations,Marketing,Expense,2025-12-11,16:15:42,2025-12-11 16:15:42,124607.32,INR,-124607.32,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2190 | Marketing | 124607.32,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2190
2191,MTR-IOS-2191,Personal,Personal,Lifestyle,Hobbies,Expense,2025-09-27,21:21:19,2025-09-27 21:21:19,3924.69,INR,-3924.69,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-2191 | Hobbies | 3924.69,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2191
2192,MTR-IOS-2192,Group,Shared Purchase,Assets,Repair,Expense,2026-01-01,11:33:51,2026-01-01 11:33:51,1534.34,INR,-1534.34,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-2192 | Repair | 1534.34,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2192
2193,MTR-IOS-2193,Business,Business,Business Operations,Legal,Expense,2025-11-25,21:32:37,2025-11-25 21:32:37,30646.29,INR,-30646.29,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-2193 | Legal | 30646.29,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2193
2194,MTR-IOS-2194,Personal,Personal,Relationships,Gifts,Expense,2026-06-20,20:38:18,2026-06-20 20:38:18,11851.23,INR,-11851.23,IOS Owner,,,MAESTRO-IOS-PERSONAL-RELATIONSHIPS-2194 | Gifts | 11851.23,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2194
2195,MTR-IOS-2195,Group,Shared Purchase,Assets,Insurance,Expense,2026-08-11,15:16:55,2026-08-11 15:16:55,8104.27,INR,-8104.27,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-ASSETS-2195 | Insurance | 8104.27,iPhone,B44,RAMP_1501_2500,CREATED,idem-20260902-ios-2195
