Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-APK-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-07-10,13:10:57,2026-07-10 13:10:57,16337.79,INR,-16337.79,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,Android,B01,BASELINE_1_500,CREATED,idem-20260902-apk-0001,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 16337.79,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
85,MTR-APK-0085,Personal,Personal,Life Operations,Subscriptions,Expense,2025-09-25,00:16:18,2025-09-25 00:16:18,10747.65,INR,-10747.65,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0085 | Subscriptions | 10747.65,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0085,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0085 | Subscriptions | 10747.65,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
86,MTR-APK-0086,Group,Shared Purchase,Purchase,Item,Expense,2026-01-07,17:15:38,2026-01-07 17:15:38,20358.43,INR,-20358.43,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-PURCHASE-0086 | Item | 20358.43,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0086,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Item,MAESTRO-APK-GROUP-PURCHASE-0086 | Item | 20358.43,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
87,MTR-APK-0087,Business,Business,Business Runway,Funding,Income,2026-04-06,07:00:13,2026-04-06 07:00:13,158770.17,INR,158770.17,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0087 | Funding | 158770.17,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0087,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0087 | Funding | 158770.17,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
88,MTR-APK-0088,Personal,Personal,Life Operations,Repairs,Expense,2026-05-28,04:02:07,2026-05-28 04:02:07,10176.89,INR,-10176.89,APK Owner,,,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0088 | Repairs | 10176.89,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0088,android,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-APK-PERSONAL-LIFE_OPERATIONS-0088 | Repairs | 10176.89,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
89,MTR-APK-0089,Group,Shared Purchase,Purchase,Shipping,Expense,2025-11-21,06:49:43,2025-11-21 06:49:43,20379.21,INR,-20379.21,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-PURCHASE-0089 | Shipping | 20379.21,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0089,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shipping,MAESTRO-APK-GROUP-PURCHASE-0089 | Shipping | 20379.21,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
90,MTR-APK-0090,Business,Business,Business Runway,Revenue,Income,2026-07-02,23:20:52,2026-07-02 23:20:52,45774.39,INR,45774.39,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0090 | Revenue | 45774.39,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0090,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0090 | Revenue | 45774.39,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
91,MTR-APK-0091,Personal,Personal,Future Building,Savings,Transfer,2025-12-22,08:37:41,2025-12-22 08:37:41,16345.71,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0091 | Savings | 16345.71,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0091,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0091 | Savings | 16345.71,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
92,MTR-APK-0092,Group,Shared Purchase,Purchase,Tax,Expense,2025-10-29,05:48:04,2025-10-29 05:48:04,17660.08,INR,-17660.08,APK Owner,3,EXACT,MAESTRO-APK-GROUP-PURCHASE-0092 | Tax | 17660.08,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0092,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Tax,MAESTRO-APK-GROUP-PURCHASE-0092 | Tax | 17660.08,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
93,MTR-APK-0093,Business,Business,Business Runway,Burn,Expense,2025-12-23,01:34:08,2025-12-23 01:34:08,140443.67,INR,-140443.67,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0093 | Burn | 140443.67,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0093,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0093 | Burn | 140443.67,JOINED,Runway Log Expense
94,MTR-APK-0094,Personal,Personal,Future Building,Emergency Fund,Transfer,2026-03-04,22:45:42,2026-03-04 22:45:42,7257.29,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0094 | Emergency Fund | 7257.29,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0094,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0094 | Emergency Fund | 7257.29,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
95,MTR-APK-0095,Group,Shared Purchase,Purchase,Other,Expense,2026-06-24,10:06:45,2026-06-24 10:06:45,27931.01,INR,-27931.01,APK Aarav,3,SHARES,MAESTRO-APK-GROUP-PURCHASE-0095 | Other | 27931.01,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0095,android,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-APK-GROUP-PURCHASE-0095 | Other | 27931.01,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
96,MTR-APK-0096,Business,Business,Business Runway,Reserve,Transfer,2026-01-16,03:32:21,2026-01-16 03:32:21,17759.52,INR,0.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0096 | Reserve | 17759.52,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0096,android,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0096 | Reserve | 17759.52,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
97,MTR-APK-0097,Personal,Personal,Future Building,Investments,Investment,2026-02-13,10:15:23,2026-02-13 10:15:23,14044.15,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0097 | Investments | 14044.15,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0097,android,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0097 | Investments | 14044.15,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
98,MTR-APK-0098,Group,Shared Purchase,Assets,Purchase,Expense,2025-09-19,06:56:35,2025-09-19 06:56:35,13518.21,INR,-13518.21,APK Meera,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-0098 | Purchase | 13518.21,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0098,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Purchase,MAESTRO-APK-GROUP-ASSETS-0098 | Purchase | 13518.21,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
99,MTR-APK-0099,Business,Business,Business Runway,Loan,Income,2026-06-19,08:25:07,2026-06-19 08:25:07,33444.89,INR,33444.89,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0099 | Loan | 33444.89,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0099,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0099 | Loan | 33444.89,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
100,MTR-APK-0100,Personal,Personal,Future Building,Education,Expense,2026-05-02,13:57:10,2026-05-02 13:57:10,14094.75,INR,-14094.75,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0100 | Education | 14094.75,Android,B02,BASELINE_1_500,CREATED,idem-20260902-apk-0100,android,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0100 | Education | 14094.75,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
101,MTR-APK-0101,Group,Shared Purchase,Assets,Maintenance,Expense,2026-05-04,19:31:03,2026-05-04 19:31:03,15192.08,INR,-15192.08,APK Owner,3,PERCENTAGE,MAESTRO-APK-GROUP-ASSETS-0101 | Maintenance | 15192.08,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0101,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Maintenance,MAESTRO-APK-GROUP-ASSETS-0101 | Maintenance | 15192.08,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
102,MTR-APK-0102,Business,Business,Business Runway,Investment,Income,2026-07-04,08:55:03,2026-07-04 08:55:03,54834.4,INR,54834.4,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0102 | Investment | 54834.40,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0102,android,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-APK-BUSINESS-BUSINESS_RUNWAY-0102 | Investment | 54834.40,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
103,MTR-APK-0103,Personal,Personal,Future Building,Goal Contribution,Transfer,2026-01-07,10:04:18,2026-01-07 10:04:18,3029.59,INR,0.0,APK Owner,,,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0103 | Goal Contribution | 3029.59,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0103,android,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-APK-PERSONAL-FUTURE_BUILDING-0103 | Goal Contribution | 3029.59,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
104,MTR-APK-0104,Group,Shared Purchase,Assets,Repair,Expense,2025-12-14,15:00:18,2025-12-14 15:00:18,19012.96,INR,-19012.96,APK Aarav,3,EXACT,MAESTRO-APK-GROUP-ASSETS-0104 | Repair | 19012.96,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0104,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repair,MAESTRO-APK-GROUP-ASSETS-0104 | Repair | 19012.96,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
105,MTR-APK-0105,Business,Business,Business Operations,Software,Expense,2026-02-03,11:46:48,2026-02-03 11:46:48,21375.77,INR,-21375.77,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0105 | Software | 21375.77,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0105,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0105 | Software | 21375.77,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
106,MTR-APK-0106,Personal,Personal,Lifestyle,Dining,Expense,2026-01-31,08:32:26,2026-01-31 08:32:26,13569.65,INR,-13569.65,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0106 | Dining | 13569.65,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0106,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-APK-PERSONAL-LIFESTYLE-0106 | Dining | 13569.65,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
107,MTR-APK-0107,Group,Shared Purchase,Assets,Insurance,Expense,2026-05-11,13:59:25,2026-05-11 13:59:25,28997.44,INR,-28997.44,APK Meera,3,SHARES,MAESTRO-APK-GROUP-ASSETS-0107 | Insurance | 28997.44,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0107,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Insurance,MAESTRO-APK-GROUP-ASSETS-0107 | Insurance | 28997.44,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
108,MTR-APK-0108,Business,Business,Business Operations,Rent,Expense,2025-09-20,22:02:36,2025-09-20 22:02:36,158994.59,INR,-158994.59,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0108 | Rent | 158994.59,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0108,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0108 | Rent | 158994.59,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
109,MTR-APK-0109,Personal,Personal,Lifestyle,Shopping,Expense,2026-06-04,21:51:13,2026-06-04 21:51:13,1691.63,INR,-1691.63,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0109 | Shopping | 1691.63,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0109,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-APK-PERSONAL-LIFESTYLE-0109 | Shopping | 1691.63,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
110,MTR-APK-0110,Group,Shared Purchase,Assets,Other,Expense,2026-01-27,00:54:16,2026-01-27 00:54:16,3304.67,INR,-3304.67,APK Owner,3,EQUAL,MAESTRO-APK-GROUP-ASSETS-0110 | Other | 3304.67,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0110,android,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-APK-GROUP-ASSETS-0110 | Other | 3304.67,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
111,MTR-APK-0111,Business,Business,Business Operations,Marketing,Expense,2026-02-04,14:26:37,2026-02-04 14:26:37,100.0,INR,-100.0,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0111 | Marketing | 100.00,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0111,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0111 | Marketing | 100.00,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
112,MTR-APK-0112,Personal,Personal,Lifestyle,Entertainment,Expense,2026-05-01,07:35:21,2026-05-01 07:35:21,16734.55,INR,-16734.55,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0112 | Entertainment | 16734.55,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0112,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-APK-PERSONAL-LIFESTYLE-0112 | Entertainment | 16734.55,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
113,MTR-APK-0113,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2026-06-04,14:22:34,2026-06-04 14:22:34,2937.05,INR,-2937.05,APK Aarav,3,PERCENTAGE,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-0113 | Custom Expense | 2937.05,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0113,android,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Custom Expense,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-0113 | Custom Expense | 2937.05,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
114,MTR-APK-0114,Business,Business,Business Operations,Legal,Expense,2025-12-06,08:07:41,2025-12-06 08:07:41,155336.59,INR,-155336.59,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0114 | Legal | 155336.59,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0114,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0114 | Legal | 155336.59,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
115,MTR-APK-0115,Personal,Personal,Lifestyle,Travel,Expense,2026-03-06,15:38:37,2026-03-06 15:38:37,8483.76,INR,-8483.76,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0115 | Travel | 8483.76,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0115,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-APK-PERSONAL-LIFESTYLE-0115 | Travel | 8483.76,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
116,MTR-APK-0116,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-01-18,10:39:17,2026-01-18 10:39:17,5926.92,INR,5926.92,APK Meera,3,EXACT,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-0116 | Custom Contribution | 5926.92,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0116,android,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.exact,Custom Contribution,MAESTRO-APK-GROUP-CUSTOM_PURCHASE-0116 | Custom Contribution | 5926.92,JOINED,
117,MTR-APK-0117,Business,Business,Business Operations,Accounting,Expense,2026-02-02,03:03:18,2026-02-02 03:03:18,42150.33,INR,-42150.33,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0117 | Accounting | 42150.33,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0117,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0117 | Accounting | 42150.33,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
118,MTR-APK-0118,Personal,Personal,Lifestyle,Fitness,Expense,2026-01-28,08:34:32,2026-01-28 08:34:32,15253.93,INR,-15253.93,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0118 | Fitness | 15253.93,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0118,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-APK-PERSONAL-LIFESTYLE-0118 | Fitness | 15253.93,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
119,MTR-APK-0119,Group,Shared Living,Flatmates,Rent,Expense,2026-02-02,21:51:06,2026-02-02 21:51:06,11479.39,INR,-11479.39,APK Owner,3,SHARES,MAESTRO-APK-GROUP-FLATMATES-0119 | Rent | 11479.39,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0119,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-APK-GROUP-FLATMATES-0119 | Rent | 11479.39,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
120,MTR-APK-0120,Business,Business,Business Operations,Equipment,Expense,2025-11-13,11:28:31,2025-11-13 11:28:31,126732.22,INR,-126732.22,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0120 | Equipment | 126732.22,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0120,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0120 | Equipment | 126732.22,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
121,MTR-APK-0121,Personal,Personal,Lifestyle,Hobbies,Expense,2025-11-04,00:08:46,2025-11-04 00:08:46,11750.7,INR,-11750.7,APK Owner,,,MAESTRO-APK-PERSONAL-LIFESTYLE-0121 | Hobbies | 11750.70,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0121,android,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-APK-PERSONAL-LIFESTYLE-0121 | Hobbies | 11750.70,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
122,MTR-APK-0122,Group,Shared Living,Flatmates,Utilities,Expense,2025-10-11,09:37:26,2025-10-11 09:37:26,15151.49,INR,-15151.49,APK Aarav,3,EQUAL,MAESTRO-APK-GROUP-FLATMATES-0122 | Utilities | 15151.49,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0122,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-APK-GROUP-FLATMATES-0122 | Utilities | 15151.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
123,MTR-APK-0123,Business,Business,Business Operations,Vendor,Expense,2026-01-30,11:40:38,2026-01-30 11:40:38,38992.21,INR,-38992.21,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0123 | Vendor | 38992.21,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0123,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0123 | Vendor | 38992.21,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
124,MTR-APK-0124,Personal,Personal,Relationships,Gifts,Expense,2025-09-24,23:06:33,2025-09-24 23:06:33,10293.71,INR,-10293.71,APK Owner,,,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0124 | Gifts | 10293.71,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0124,android,P4,RELATIONSHIP_CONNECTION,Shared Exp,P4:Shared Exp,ACTIVE,qa.tile.shared_exp,personal.income.amount,personal.income.note,personal.income.submit,,Gifts,MAESTRO-APK-PERSONAL-RELATIONSHIPS-0124 | Gifts | 10293.71,JOINED_REVIEW,Relationship spend categories use Shared Exp proxy — REVIEW
125,MTR-APK-0125,Group,Shared Living,Flatmates,Groceries,Expense,2026-06-22,16:09:03,2026-06-22 16:09:03,4352.49,INR,-4352.49,APK Meera,3,PERCENTAGE,MAESTRO-APK-GROUP-FLATMATES-0125 | Groceries | 4352.49,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0125,android,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Groceries,MAESTRO-APK-GROUP-FLATMATES-0125 | Groceries | 4352.49,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
126,MTR-APK-0126,Business,Business,Business Operations,Tax,Expense,2025-12-31,23:31:24,2025-12-31 23:31:24,64813.64,INR,-64813.64,APK Owner,,,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0126 | Tax | 64813.64,Android,B03,BASELINE_1_500,CREATED,idem-20260902-apk-0126,android,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tax,MAESTRO-APK-BUSINESS-BUSINESS_OPERATIONS-0126 | Tax | 64813.64,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
