Sequence,Txn_ID,Mode,Family,Moment,Quick_Add,Semantic_Type,Txn_Date,Txn_Time,Timestamp,Amount,Currency,Expected_Signed_Amount,Paid_By,Participant_Count,Split_Method,Description,Device_Target,Run_Batch,Backend_Load_Band,Expected_Status,Idempotency_Key,Platform,catalog_moment_id,catalog_moment_type,catalog_quick_add,catalog_id,catalog_status,tile_maestro_id,amount_maestro_id,note_maestro_id,submit_maestro_id,split_maestro_id,category_value,correlation_note,join_status,join_notes
1,MTR-IOS-0001,Personal,Personal,Life Operations,Groceries,Expense,2026-01-20,05:40:34,2026-01-20 05:40:34,14066.5,INR,-14066.5,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,iPhone,B01,BASELINE_1_500,CREATED,idem-20260902-ios-0001,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Groceries,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0001 | Groceries | 14066.50,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
83,MTR-IOS-0083,Group,Shared Purchase,Gift Pool,Other,Expense,2026-08-14,00:28:05,2026-08-14 00:28:05,22439.56,INR,-22439.56,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-GIFT_POOL-0083 | Other | 22439.56,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0083,ios,G05,GIFT_POOL,Expense,G05:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-GIFT_POOL-0083 | Other | 22439.56,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
84,MTR-IOS-0084,Business,Business,Team Operations,Tools,Expense,2025-11-15,10:56:32,2025-11-15 10:56:32,28921.75,INR,-28921.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0084 | Tools | 28921.75,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0084,ios,B01,TEAM_OPERATIONS,Team Update,B01:Team Update,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Tools,MAESTRO-IOS-BUSINESS-TEAM_OPERATIONS-0084 | Tools | 28921.75,JOINED,Team Ops hub has no Expense; Team meal/travel etc. use Team Update until Spend path wired — prefer B03 Spend for ops expenses
85,MTR-IOS-0085,Personal,Personal,Life Operations,Subscriptions,Expense,2025-12-01,14:32:19,2025-12-01 14:32:19,888.95,INR,-888.95,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0085 | Subscriptions | 888.95,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0085,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Subscriptions,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0085 | Subscriptions | 888.95,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
86,MTR-IOS-0086,Group,Shared Purchase,Purchase,Item,Expense,2026-05-02,20:36:35,2026-05-02 20:36:35,1987.64,INR,-1987.64,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-PURCHASE-0086 | Item | 1987.64,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0086,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Item,MAESTRO-IOS-GROUP-PURCHASE-0086 | Item | 1987.64,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
87,MTR-IOS-0087,Business,Business,Business Runway,Funding,Income,2025-09-24,16:51:55,2025-09-24 16:51:55,106112.85,INR,106112.85,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0087 | Funding | 106112.85,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0087,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Funding,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0087 | Funding | 106112.85,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
88,MTR-IOS-0088,Personal,Personal,Life Operations,Repairs,Expense,2025-09-05,00:22:10,2025-09-05 00:22:10,508.87,INR,-508.87,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0088 | Repairs | 508.87,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0088,ios,P1,LIFE_RHYTHM,Income,P1:Income,ACTIVE,qa.tile.income,personal.income.amount,personal.income.note,personal.income.submit,,Repairs,MAESTRO-IOS-PERSONAL-LIFE_OPERATIONS-0088 | Repairs | 508.87,JOINED,Ledger category → money form; Android hub Income / iOS Expense label drift
89,MTR-IOS-0089,Group,Shared Purchase,Purchase,Shipping,Expense,2025-12-20,22:49:37,2025-12-20 22:49:37,8397.3,INR,-8397.3,IOS Meera,3,PERCENTAGE,MAESTRO-IOS-GROUP-PURCHASE-0089 | Shipping | 8397.30,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0089,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Shipping,MAESTRO-IOS-GROUP-PURCHASE-0089 | Shipping | 8397.30,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
90,MTR-IOS-0090,Business,Business,Business Runway,Revenue,Income,2026-07-03,11:47:13,2026-07-03 11:47:13,164732.5,INR,164732.5,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0090 | Revenue | 164732.50,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0090,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Revenue,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0090 | Revenue | 164732.50,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
91,MTR-IOS-0091,Personal,Personal,Future Building,Savings,Transfer,2026-07-04,16:10:37,2026-07-04 16:10:37,1047.28,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0091 | Savings | 1047.28,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0091,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Savings,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0091 | Savings | 1047.28,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
92,MTR-IOS-0092,Group,Shared Purchase,Purchase,Tax,Expense,2026-03-16,05:49:09,2026-03-16 05:49:09,22954.16,INR,-22954.16,IOS Owner,3,EXACT,MAESTRO-IOS-GROUP-PURCHASE-0092 | Tax | 22954.16,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0092,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Tax,MAESTRO-IOS-GROUP-PURCHASE-0092 | Tax | 22954.16,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
93,MTR-IOS-0093,Business,Business,Business Runway,Burn,Expense,2025-10-10,21:42:20,2025-10-10 21:42:20,87834.75,INR,-87834.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0093 | Burn | 87834.75,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0093,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,business.expense.amount,business.expense.note,business.expense.submit,,Burn,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0093 | Burn | 87834.75,JOINED,Runway Log Expense
94,MTR-IOS-0094,Personal,Personal,Future Building,Emergency Fund,Transfer,2025-12-01,12:21:14,2025-12-01 12:21:14,16467.85,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0094 | Emergency Fund | 16467.85,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0094,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Emergency Fund,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0094 | Emergency Fund | 16467.85,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
95,MTR-IOS-0095,Group,Shared Purchase,Purchase,Other,Expense,2025-11-24,13:07:06,2025-11-24 13:07:06,25633.17,INR,-25633.17,IOS Aarav,3,SHARES,MAESTRO-IOS-GROUP-PURCHASE-0095 | Other | 25633.17,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0095,ios,G06,GROUP_PURCHASE,Expense,G06:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Other,MAESTRO-IOS-GROUP-PURCHASE-0095 | Other | 25633.17,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
96,MTR-IOS-0096,Business,Business,Business Runway,Reserve,Transfer,2025-11-08,09:55:51,2025-11-08 09:55:51,91780.94,INR,0.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0096 | Reserve | 91780.94,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0096,ios,B02,BUSINESS_RUNWAY,Expense,B02:Expense,ACTIVE,qa.tile.expense,,,,,Reserve,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0096 | Reserve | 91780.94,JOINED_REVIEW,Reserve transfer → Runway expense/movement proxy — REVIEW
97,MTR-IOS-0097,Personal,Personal,Future Building,Investments,Investment,2026-05-23,03:52:14,2026-05-23 03:52:14,14426.24,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0097 | Investments | 14426.24,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0097,ios,P2,FUTURE_GOAL,Opportunity,P2:Opportunity,ACTIVE,qa.tile.opportunity,,,,,Investments,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0097 | Investments | 14426.24,JOINED_REVIEW,Future Investments → Opportunity proxy — REVIEW
98,MTR-IOS-0098,Group,Shared Purchase,Assets,Purchase,Expense,2026-05-21,23:59:52,2026-05-21 23:59:52,20917.42,INR,-20917.42,IOS Meera,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-0098 | Purchase | 20917.42,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0098,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Purchase,MAESTRO-IOS-GROUP-ASSETS-0098 | Purchase | 20917.42,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
99,MTR-IOS-0099,Business,Business,Business Runway,Loan,Income,2026-04-02,19:00:33,2026-04-02 19:00:33,9873.35,INR,9873.35,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0099 | Loan | 9873.35,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0099,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Loan,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0099 | Loan | 9873.35,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
100,MTR-IOS-0100,Personal,Personal,Future Building,Education,Expense,2026-05-04,08:08:42,2026-05-04 08:08:42,16161.79,INR,-16161.79,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0100 | Education | 16161.79,iPhone,B02,BASELINE_1_500,CREATED,idem-20260902-ios-0100,ios,P2,FUTURE_GOAL,Milestone,P2:Milestone,ACTIVE,qa.tile.milestone,personal.income.amount,personal.income.note,personal.income.submit,,Education,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0100 | Education | 16161.79,JOINED_REVIEW,No Expense hub on P2; Education expenses use Milestone as ACTIVE proxy until money tile restored — REVIEW
101,MTR-IOS-0101,Group,Shared Purchase,Assets,Maintenance,Expense,2026-01-12,02:50:52,2026-01-12 02:50:52,21681.29,INR,-21681.29,IOS Owner,3,PERCENTAGE,MAESTRO-IOS-GROUP-ASSETS-0101 | Maintenance | 21681.29,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0101,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Maintenance,MAESTRO-IOS-GROUP-ASSETS-0101 | Maintenance | 21681.29,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
102,MTR-IOS-0102,Business,Business,Business Runway,Investment,Income,2026-04-30,09:31:22,2026-04-30 09:31:22,148459.45,INR,148459.45,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0102 | Investment | 148459.45,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0102,ios,B02,BUSINESS_RUNWAY,Revenue,B02:Revenue,ACTIVE,qa.tile.revenue,business.revenue.amount,,business.revenue.submit,,Investment,MAESTRO-IOS-BUSINESS-BUSINESS_RUNWAY-0102 | Investment | 148459.45,JOINED,Funding/Investment/Loan/Revenue → Runway Revenue
103,MTR-IOS-0103,Personal,Personal,Future Building,Goal Contribution,Transfer,2025-11-25,22:58:49,2025-11-25 22:58:49,13732.74,INR,0.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0103 | Goal Contribution | 13732.74,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0103,ios,P2,FUTURE_GOAL,Progress,P2:Progress,ACTIVE,qa.tile.progress,personal.money.transfer.amount,personal.money.transfer.note,personal.money.transfer.submit,,Goal Contribution,MAESTRO-IOS-PERSONAL-FUTURE_BUILDING-0103 | Goal Contribution | 13732.74,JOINED_REVIEW,Future Transfer/Savings/Goal Contribution → Progress proxy until P2 money hub exists — REVIEW
104,MTR-IOS-0104,Group,Shared Purchase,Assets,Repair,Expense,2026-04-05,02:18:13,2026-04-05 02:18:13,23860.34,INR,-23860.34,IOS Aarav,3,EXACT,MAESTRO-IOS-GROUP-ASSETS-0104 | Repair | 23860.34,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0104,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.exact,Repair,MAESTRO-IOS-GROUP-ASSETS-0104 | Repair | 23860.34,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
105,MTR-IOS-0105,Business,Business,Business Operations,Software,Expense,2025-12-17,05:13:42,2025-12-17 05:13:42,109716.24,INR,-109716.24,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0105 | Software | 109716.24,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0105,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Software,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0105 | Software | 109716.24,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
106,MTR-IOS-0106,Personal,Personal,Lifestyle,Dining,Expense,2026-08-20,03:30:15,2026-08-20 03:30:15,3093.0,INR,-3093.0,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0106 | Dining | 3093.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0106,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Dining,MAESTRO-IOS-PERSONAL-LIFESTYLE-0106 | Dining | 3093.00,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
107,MTR-IOS-0107,Group,Shared Purchase,Assets,Insurance,Expense,2026-07-06,00:37:40,2026-07-06 00:37:40,16865.3,INR,-16865.3,IOS Meera,3,SHARES,MAESTRO-IOS-GROUP-ASSETS-0107 | Insurance | 16865.30,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0107,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Insurance,MAESTRO-IOS-GROUP-ASSETS-0107 | Insurance | 16865.30,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
108,MTR-IOS-0108,Business,Business,Business Operations,Rent,Expense,2025-11-08,14:53:34,2025-11-08 14:53:34,105825.15,INR,-105825.15,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0108 | Rent | 105825.15,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0108,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Rent,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0108 | Rent | 105825.15,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
109,MTR-IOS-0109,Personal,Personal,Lifestyle,Shopping,Expense,2026-02-09,19:24:12,2026-02-09 19:24:12,16207.58,INR,-16207.58,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0109 | Shopping | 16207.58,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0109,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Shopping,MAESTRO-IOS-PERSONAL-LIFESTYLE-0109 | Shopping | 16207.58,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
110,MTR-IOS-0110,Group,Shared Purchase,Assets,Other,Expense,2026-05-15,04:06:46,2026-05-15 04:06:46,2670.61,INR,-2670.61,IOS Owner,3,EQUAL,MAESTRO-IOS-GROUP-ASSETS-0110 | Other | 2670.61,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0110,ios,G07,SHARED_ASSET,Expense,G07:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Other,MAESTRO-IOS-GROUP-ASSETS-0110 | Other | 2670.61,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
111,MTR-IOS-0111,Business,Business,Business Operations,Marketing,Expense,2026-08-19,05:56:24,2026-08-19 05:56:24,100.0,INR,-100.0,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0111 | Marketing | 100.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0111,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Marketing,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0111 | Marketing | 100.00,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
112,MTR-IOS-0112,Personal,Personal,Lifestyle,Entertainment,Expense,2026-03-30,18:54:18,2026-03-30 18:54:18,14904.21,INR,-14904.21,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0112 | Entertainment | 14904.21,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0112,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Entertainment,MAESTRO-IOS-PERSONAL-LIFESTYLE-0112 | Entertainment | 14904.21,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
113,MTR-IOS-0113,Group,Shared Purchase,Custom Purchase,Custom Expense,Expense,2026-03-21,10:49:03,2026-03-21 10:49:03,12012.0,INR,-12012.0,IOS Aarav,3,PERCENTAGE,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0113 | Custom Expense | 12012.00,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0113,ios,G08,COMMUNITY_PURCHASE,Expense,G08:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.percentage,Custom Expense,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0113 | Custom Expense | 12012.00,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
114,MTR-IOS-0114,Business,Business,Business Operations,Legal,Expense,2026-02-05,15:50:08,2026-02-05 15:50:08,97844.99,INR,-97844.99,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0114 | Legal | 97844.99,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0114,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Legal,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0114 | Legal | 97844.99,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
115,MTR-IOS-0115,Personal,Personal,Lifestyle,Travel,Expense,2026-03-21,10:05:43,2026-03-21 10:05:43,110.04,INR,-110.04,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0115 | Travel | 110.04,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0115,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Travel,MAESTRO-IOS-PERSONAL-LIFESTYLE-0115 | Travel | 110.04,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
116,MTR-IOS-0116,Group,Shared Purchase,Custom Purchase,Custom Contribution,Contribution,2026-08-16,09:00:14,2026-08-16 09:00:14,23361.36,INR,23361.36,IOS Meera,3,EXACT,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0116 | Custom Contribution | 23361.36,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0116,ios,G08,COMMUNITY_PURCHASE,Contribute,G08:Contribute,ACTIVE,qa.tile.contribute,group.contribute.amount,group.contribute.note,group.contribute.submit,group.expense.split.exact,Custom Contribution,MAESTRO-IOS-GROUP-CUSTOM_PURCHASE-0116 | Custom Contribution | 23361.36,JOINED,
117,MTR-IOS-0117,Business,Business,Business Operations,Accounting,Expense,2025-10-14,01:19:58,2025-10-14 01:19:58,12783.36,INR,-12783.36,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0117 | Accounting | 12783.36,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0117,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Accounting,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0117 | Accounting | 12783.36,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
118,MTR-IOS-0118,Personal,Personal,Lifestyle,Fitness,Expense,2025-11-05,07:44:01,2025-11-05 07:44:01,9923.61,INR,-9923.61,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0118 | Fitness | 9923.61,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0118,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Fitness,MAESTRO-IOS-PERSONAL-LIFESTYLE-0118 | Fitness | 9923.61,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
119,MTR-IOS-0119,Group,Shared Living,Flatmates,Rent,Expense,2026-04-19,22:02:39,2026-04-19 22:02:39,15229.04,INR,-15229.04,IOS Owner,3,SHARES,MAESTRO-IOS-GROUP-FLATMATES-0119 | Rent | 15229.04,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0119,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.shares,Rent,MAESTRO-IOS-GROUP-FLATMATES-0119 | Rent | 15229.04,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
120,MTR-IOS-0120,Business,Business,Business Operations,Equipment,Expense,2026-01-20,07:28:00,2026-01-20 07:28:00,100774.25,INR,-100774.25,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0120 | Equipment | 100774.25,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0120,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Equipment,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0120 | Equipment | 100774.25,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
121,MTR-IOS-0121,Personal,Personal,Lifestyle,Hobbies,Expense,2026-06-19,13:05:33,2026-06-19 13:05:33,7452.91,INR,-7452.91,IOS Owner,,,MAESTRO-IOS-PERSONAL-LIFESTYLE-0121 | Hobbies | 7452.91,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0121,ios,P3,LIFESTYLE,Experience,P3:Experience,ACTIVE,qa.tile.experience,personal.income.amount,personal.income.note,personal.income.submit,,Hobbies,MAESTRO-IOS-PERSONAL-LIFESTYLE-0121 | Hobbies | 7452.91,JOINED_REVIEW,No Expense hub on P3; lifestyle spend uses Experience proxy — REVIEW
122,MTR-IOS-0122,Group,Shared Living,Flatmates,Utilities,Expense,2025-09-27,23:26:38,2025-09-27 23:26:38,4951.63,INR,-4951.63,IOS Aarav,3,EQUAL,MAESTRO-IOS-GROUP-FLATMATES-0122 | Utilities | 4951.63,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0122,ios,G09,FLATMATES,Expense,G09:Expense,ACTIVE,qa.tile.expense,group.expense.amount,group.expense.note,group.expense.submit,group.expense.split.equal,Utilities,MAESTRO-IOS-GROUP-FLATMATES-0122 | Utilities | 4951.63,JOINED,Ledger Quick_Add is expense category; Split_Method drives group.expense.split.*
123,MTR-IOS-0123,Business,Business,Business Operations,Vendor,Expense,2026-02-14,02:41:08,2026-02-14 02:41:08,95373.75,INR,-95373.75,IOS Owner,,,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0123 | Vendor | 95373.75,iPhone,B03,BASELINE_1_500,CREATED,idem-20260902-ios-0123,ios,B03,BUSINESS_OPERATIONS,Spend Entry,B03:Spend Entry,ACTIVE,,business.expense.amount,business.expense.note,business.expense.submit,,Vendor,MAESTRO-IOS-BUSINESS-BUSINESS_OPERATIONS-0123 | Vendor | 95373.75,JOINED,Ops Log Spend Entry; amount ID business.expense.amount
